Country,year,"Other, unknown",Own outright,Owner with mortgage,Rent (private),Rent (subsidized)
Poland,2015,12.384754419326782,71.16478085517883,9.653200954198837,5.33335916697979,1.4639065600931644
Poland,2016,12.524285912513733,70.36751508712769,10.227537155151367,5.391106009483337,1.4895562082529068
Poland,2017,13.168469071388245,70.63621282577515,10.125630348920822,5.189880728721619,0.8798045106232166
Poland,2018,12.534262239933014,70.708167552948,10.337291657924652,5.227969586849213,1.1923115700483322
Poland,2019,12.198150157928467,70.09432315826416,10.941670835018158,5.360940471291542,1.4049137011170387
Poland,2020,12.382186949253082,70.58945298194885,11.86574250459671,3.9990004152059555,1.1636165902018547
Portugal,2010,7.427137345075607,45.374417304992676,27.963238954544067,13.106587529182434,6.128616631031036
Portugal,2011,7.42218941450119,44.515830278396606,29.20123040676117,12.684588134288788,6.176163628697395
Portugal,2012,7.712966203689575,44.34463679790497,28.954553604125977,11.307859420776367,7.679983228445053
Portugal,2013,8.540665358304977,43.108490109443665,30.003592371940613,11.790575832128525,6.556675583124161
Portugal,2014,8.743825554847717,43.504732847213745,30.352100729942322,12.955273687839508,4.444068670272827
Portugal,2015,8.559339493513107,42.84217655658722,30.25762140750885,13.676407933235168,4.664454981684685
Portugal,2016,8.65364521741867,43.05065870285034,30.292880535125732,13.876129686832428,4.126688838005066
Portugal,2017,8.958257734775543,42.223066091537476,30.640381574630737,13.825862109661102,4.352430999279022
Portugal,2018,9.017357230186462,42.69503057003021,29.76948916912079,13.499753177165985,5.018370598554611
Portugal,2019,9.200841933488846,42.30599105358124,29.574531316757202,14.130710065364838,4.787928983569145
Portugal,2020,8.228126913309097,43.09484362602234,31.96498155593872,12.773370742797852,3.9386767894029617
Romania,2010,0.8486290462315083,96.75526022911072,0.5583606194704771,1.2102373875677586,0.6275116465985775
Romania,2011,1.4658106490969658,95.81454992294312,0.6055188830941916,1.3306590728461742,0.7834635674953461
Romania,2012,1.6229255124926567,95.80668210983276,0.7767407223582268,1.0791514068841934,0.7144990842789412
Romania,2013,1.8408633768558502,94.63391304016113,0.9149914607405663,1.6405913978815079,0.9696365334093571
Romania,2014,1.9990313798189163,95.6583321094513,0.6336672231554985,0.8690721355378628,0.8398955687880516
Romania,2015,2.369460090994835,95.77251076698303,0.6725853309035301,1.1269109323620796,0.05853389739058912
Romania,2016,2.2293375805020332,95.36532759666443,0.6578183732926846,1.4974819496273994,0.25003927294164896
Romania,2017,1.5977062284946442,95.63416242599487,0.9983972646296024,1.1969891376793385,0.572745269164443
Romania,2018,1.9080212339758873,95.03542184829712,0.8983544073998928,1.3694707304239273,0.7887311279773712
Romania,2019,1.84389129281044,94.55164670944214,0.9255780838429928,1.5222987160086632,1.1565811932086945
Romania,2020,1.7467459663748741,94.98456716537476,0.908004492521286,1.5038304030895233,0.8568494580686092
Slovak Republic,2010,1.3974754139780998,83.25322270393372,6.640160083770752,8.092853426933289,0.6162883248180151
Slovak Republic,2011,1.4294175431132317,83.32756161689758,6.755362451076508,7.844720035791397,0.6429416593164206
Slovak Republic,2012,1.4786728657782078,82.27644562721252,7.911556959152222,7.850559800863266,0.4827628843486309
Slovak Republic,2013,1.306656189262867,82.89648294448853,7.716163992881775,7.355598360300064,0.7251001428812742
Slovak Republic,2014,1.7789294943213463,81.13493323326111,9.042613953351974,7.8390419483184814,0.20448153372853994
Slovak Republic,2015,1.3936051167547703,79.85878586769104,9.247314929962158,9.206170588731766,0.29412098228931427
Slovak Republic,2016,1.6635319218039513,78.85600328445435,10.094782710075378,9.081418812274933,0.30426138546317816
Slovak Republic,2017,1.5679225325584412,76.32458209991455,13.292333483695984,8.435054868459702,0.38010370917618275
Slovak Republic,2018,1.4696728438138962,74.53739643096924,15.776684880256653,7.827608287334442,0.3886367427185178
Slovak Republic,2019,1.0272801853716373,72.99309372901917,17.34592467546463,7.979481667280197,0.6542233750224113
Slovak Republic,2020,1.0101106017827988,72.56104350090027,18.87941062450409,6.817018240690231,0.7324202917516232
Slovenia,2010,15.021905303001404,70.24723291397095,6.530388444662094,5.293683335185051,2.906792052090168
Slovenia,2011,15.162952244281769,69.40684914588928,6.507749110460281,6.109346076846123,2.8131019324064255
Slovenia,2012,15.914048254489899,67.55525469779968,6.856478005647659,5.942808464169502,3.731410577893257
Slovenia,2013,15.22485464811325,67.40094423294067,7.855032384395599,6.0525014996528625,3.466670587658882
Slovenia,2014,14.093784987926483,67.2869324684143,8.338978886604309,6.43661692738533,3.8436856120824814
Slovenia,2015,14.495265483856201,66.37158989906311,8.682601153850555,5.113736167550087,5.336805060505867
Slovenia,2016,15.140514075756073,65.60007333755493,8.178797364234924,5.793777480721474,5.286839976906776
Slovenia,2017,14.629919826984406,65.3076708316803,9.221654385328293,5.733007937669754,5.107748880982399
Slovenia,2018,14.837521314620972,65.20119309425354,9.241124242544174,6.132248789072037,4.587908089160919
Slovenia,2019,15.138386189937592,64.39371705055237,9.874227643013,5.974199622869492,4.619470611214638
Slovenia,2020,15.306557714939117,64.47279453277588,9.501936286687851,5.638827010989189,5.079886689782143
Spain,2010,6.101221218705177,48.080357909202576,31.294655799865723,11.410515010356903,3.113251179456711
Spain,2011,5.495661869645119,50.50979256629944,29.081422090530396,12.105702608823776,2.807416580617428
Spain,2012,6.26303032040596,50.683432817459106,28.49254310131073,12.026658654212952,2.534337528049946
Spain,2013,6.899058818817139,48.97971749305725,28.700587153434753,12.944275140762329,2.476360835134983
Spain,2014,7.019578665494919,49.66254234313965,28.386184573173523,12.437330931425095,2.494365908205509
Spain,2015,7.169153541326523,50.31581521034241,26.89800262451172,13.209615647792816,2.4074112996459007
Spain,2016,6.609854847192764,50.52486062049866,26.58543586730957,13.763922452926636,2.5159241631627083
Spain,2017,6.4764127135276794,51.39721632003784,25.28095245361328,14.288923144340515,2.5564955547451973
Spain,2018,6.488215923309326,50.883281230926514,25.008943676948547,14.813204109668732,2.8063571080565453
Spain,2019,6.145650148391724,51.217252016067505,24.40275549888611,15.526224672794342,2.7081161737442017
Spain,2020,6.8936847150325775,49.011266231536865,26.396679878234863,14.43106085062027,3.267306461930275
Sweden,2010,0.577030424028635,3.7253476679325104,59.29766297340393,35.84414720535278,0.555805629119277
Sweden,2011,0.39770067669451237,5.085679516196251,57.25427269935608,36.881646513938904,0.3807047614827752
Sweden,2012,0.7460430264472961,11.243008822202682,51.99265480041504,35.7795387506485,0.23875965271145105
Sweden,2013,0.7562971208244562,10.500447452068329,51.638901233673096,36.67770326137543,0.4266491625458002
Sweden,2014,0.5379357375204563,9.76584106683731,52.29824185371399,36.857905983924866,0.5400735419243574
Sweden,2015,0.6856352090835571,9.324783086776733,50.16351938247681,39.40320611000061,0.42285090312361717
Sweden,2016,1.406457182019949,13.081464171409607,46.05876803398132,39.31769132614136,0.1356173655949533
Sweden,2017,2.1693801507353783,16.236968338489532,42.41753816604614,39.17610943317413,NA
Sweden,2018,2.5163326412439346,15.204481780529022,42.521703243255615,39.75748419761658,NA
Sweden,2019,2.2731838747859,14.631038904190063,43.34576725959778,39.750006794929504,NA
Sweden,2020,2.17644851654768,14.864607155323029,43.564268946647644,39.39467668533325,NA
Switzerland,2010,1.9087603315711021,5.1756177097558975,34.387752413749695,54.02142405509949,4.506444931030273
Switzerland,2011,1.7416806891560555,5.027170106768608,33.84373486042023,55.697888135910034,3.689522296190262
Switzerland,2012,1.6777679324150085,5.43513260781765,34.72159802913666,54.66785430908203,3.4976445138454437
Switzerland,2013,1.7133655026555061,5.003290995955467,34.77974832057953,55.11982440948486,3.3837690949440002
Switzerland,2014,1.4665252529084682,5.395280942320824,34.875595569610596,52.144789695739746,6.117807328701019
Switzerland,2015,1.64435263723135,5.157081410288811,33.2415372133255,53.344541788101196,6.612485647201538
Switzerland,2016,1.5893969684839249,4.826442524790764,32.525694370269775,54.89582419395447,6.162640452384949
Switzerland,2018,1.4400355517864227,4.7694724053144455,33.19721221923828,55.06336688995361,5.529907718300819
Switzerland,2019,1.6477346420288086,4.151963442564011,33.28509330749512,56.42896294593811,4.486246407032013
Switzerland,2020,0.8983161300420761,4.4935379177331924,33.463847637176514,55.47059178352356,5.673711746931076
Türkiye,2010,16.955628991127014,58.9877188205719,NA,24.056658148765564,NA
Türkiye,2011,16.947847604751587,58.46658945083618,NA,24.585561454296112,NA
Türkiye,2012,17.16540902853012,59.237468242645264,NA,23.597124218940735,NA
Türkiye,2013,16.640891134738922,59.206390380859375,NA,24.15272146463394,NA
Türkiye,2014,15.755435824394226,59.29054617881775,NA,24.954017996788025,NA
Türkiye,2015,15.440161526203156,58.51140022277832,NA,26.048436760902405,NA
Türkiye,2016,14.878714084625244,58.175915479660034,NA,26.945367455482483,NA
Türkiye,2017,15.283459424972534,57.66376256942749,NA,27.052783966064453,NA
Türkiye,2018,15.302969515323639,57.00833201408386,NA,27.688699960708618,NA
Türkiye,2019,15.152221918106079,56.75346255302429,NA,28.09431254863739,NA
Türkiye,2020,15.436694025993347,55.71392774581909,NA,28.84937822818756,NA
United Kingdom,2010,0.6457781419157982,31.53681755065918,35.481610894203186,13.274157047271729,19.061635434627533
United Kingdom,2011,0.49479594454169273,31.777307391166687,33.60425531864166,13.800062239170074,20.323579013347626
United Kingdom,2012,0.47903023660182953,33.33002328872681,32.6104462146759,12.783868610858917,20.796626806259155
United Kingdom,2013,1.2000872753560543,33.6111456155777,31.851524114608765,12.575827538967133,20.761418342590332
United Kingdom,2014,1.4199656434357166,34.38898026943207,31.058582663536072,12.390626966953278,20.741841197013855
United Kingdom,2015,0.30973111279308796,35.63258945941925,30.732586979866028,12.550878524780273,20.77420949935913
United Kingdom,2016,0.43670181185007095,36.35515868663788,29.875794053077698,12.558640539646149,20.7736998796463
United Kingdom,2017,0.6845064461231232,36.55919432640076,29.55099046230316,12.503200769424438,20.70210576057434
United Kingdom,2018,0.6045860704034567,37.02167570590973,29.599374532699585,11.994694173336029,20.779667794704437
United Kingdom,2019,0.6520120427012444,37.38320171833038,29.434669017791748,11.59837543964386,20.93174308538437
United Kingdom,2020,1.5765557065606117,39.2802357673645,28.038498759269714,11.13712340593338,19.967590272426605
United States,2010,1.8895244225859642,21.47240787744522,43.945568799972534,32.692500948905945,NA
United States,2011,1.9306860864162445,21.711082756519318,42.96862781047821,33.38960409164429,NA
United States,2012,1.9268613308668137,21.857254207134247,42.14848577976227,34.0673953294754,NA
United States,2013,1.9273120909929276,22.68766611814499,40.888601541519165,34.49641764163971,NA
United States,2014,1.937759853899479,22.903922200202942,40.27512967586517,34.88318622112274,NA
United States,2015,1.9184142351150513,23.19110482931137,39.94991183280945,34.94057059288025,NA
United States,2016,1.8538540229201317,23.323680460453033,39.86199200153351,34.96046960353851,NA
United States,2017,1.7831455916166306,23.75224679708481,40.19652307033539,34.268081188201904,NA
United States,2018,1.7588205635547638,24.373655021190643,39.644378423690796,34.223148226737976,NA
United States,2019,1.719570904970169,24.534739553928375,39.62605893611908,34.119629859924316,NA
United States,2020,1.7915459349751472,25.72002112865448,39.74429368972778,32.744136452674866,NA
