Country,tenure_mode,year,value
Ireland,Rent (subsidized),2011,14.088016748428345
Ireland,Rent (subsidized),2012,13.380077481269836
Ireland,Rent (subsidized),2013,12.748070061206818
Ireland,Rent (subsidized),2014,12.539446353912354
Ireland,Rent (subsidized),2015,11.863324046134949
Ireland,Rent (subsidized),2016,13.620541989803314
Ireland,Rent (subsidized),2017,14.339321851730347
Ireland,Rent (subsidized),2018,16.273319721221924
Ireland,Rent (subsidized),2019,20.984207093715668
Ireland,Rent (subsidized),2020,18.382573127746582
Ireland,Rent (subsidized),2021,NA
Ireland,"Other, unknown",2010,1.3781738467514515
Ireland,"Other, unknown",2011,1.583954133093357
Ireland,"Other, unknown",2012,2.17866450548172
Ireland,"Other, unknown",2013,1.5250641852617264
Ireland,"Other, unknown",2014,2.899785153567791
Ireland,"Other, unknown",2015,4.021021723747253
Ireland,"Other, unknown",2016,2.446894720196724
Ireland,"Other, unknown",2017,3.3910639584064484
Ireland,"Other, unknown",2018,1.3589167967438698
Ireland,"Other, unknown",2019,0.6825356744229794
Ireland,"Other, unknown",2020,1.1228333227336407
Ireland,"Other, unknown",2021,NA
Italy,Own outright,2010,57.62420296669006
Italy,Own outright,2011,58.53965878486633
Italy,Own outright,2012,59.918880462646484
Italy,Own outright,2013,57.82970190048218
Italy,Own outright,2014,57.57736563682556
Italy,Own outright,2015,58.264803886413574
Italy,Own outright,2016,58.56301784515381
Italy,Own outright,2017,60.56874394416809
Italy,Own outright,2018,60.97308397293091
Italy,Own outright,2019,60.77561378479004
Italy,Own outright,2020,NA
Italy,Own outright,2021,NA
Italy,Owner with mortgage,2010,13.620302081108093
Italy,Owner with mortgage,2011,13.118095695972443
Italy,Owner with mortgage,2012,13.412360846996307
Italy,Owner with mortgage,2013,14.175939559936523
Italy,Owner with mortgage,2014,14.238584041595459
Italy,Owner with mortgage,2015,13.770894706249237
Italy,Owner with mortgage,2016,12.639595568180084
Italy,Owner with mortgage,2017,10.900010168552399
Italy,Owner with mortgage,2018,10.293307155370712
Italy,Owner with mortgage,2019,10.785485804080963
Italy,Owner with mortgage,2020,NA
Italy,Owner with mortgage,2021,NA
Italy,Rent (private),2010,14.184404909610748
Italy,Rent (private),2011,13.651491701602936
Italy,Rent (private),2012,13.401485979557037
Italy,Rent (private),2013,14.27149772644043
Italy,Rent (private),2014,14.502851665019989
Italy,Rent (private),2015,15.27004987001419
Italy,Rent (private),2016,17.220617830753326
Italy,Rent (private),2017,18.268626928329468
Italy,Rent (private),2018,19.068288803100586
Italy,Rent (private),2019,19.366611540317535
Italy,Rent (private),2020,NA
Italy,Rent (private),2021,NA
Italy,Rent (subsidized),2010,4.844152927398682
Italy,Rent (subsidized),2011,4.696645587682724
Italy,Rent (subsidized),2012,4.790519177913666
Italy,Rent (subsidized),2013,4.192690551280975
Italy,Rent (subsidized),2014,4.0466707199811935
Italy,Rent (subsidized),2015,3.7292364984750748
Italy,Rent (subsidized),2016,2.4965770542621613
Italy,Rent (subsidized),2017,1.7916252836585045
Italy,Rent (subsidized),2018,1.707160659134388
Italy,Rent (subsidized),2019,1.881805993616581
Italy,Rent (subsidized),2020,NA
Italy,Rent (subsidized),2021,NA
Italy,"Other, unknown",2010,9.72694307565689
Italy,"Other, unknown",2011,9.994106739759445
Italy,"Other, unknown",2012,8.476749062538147
Italy,"Other, unknown",2013,9.530172497034073
Italy,"Other, unknown",2014,9.634527564048767
Italy,"Other, unknown",2015,8.965012431144714
Italy,"Other, unknown",2016,9.0801902115345
Italy,"Other, unknown",2017,8.470994979143143
Italy,"Other, unknown",2018,7.958158850669861
Italy,"Other, unknown",2019,7.190484553575516
Italy,"Other, unknown",2020,NA
Italy,"Other, unknown",2021,NA
Korea,Own outright,2010,34.08232033252716
Korea,Own outright,2011,NA
Korea,Own outright,2012,42.052069306373596
Korea,Own outright,2013,NA
Korea,Own outright,2014,37.838512659072876
Korea,Own outright,2015,NA
Korea,Own outright,2016,41.787415742874146
Korea,Own outright,2017,44.708043336868286
Korea,Own outright,2018,58.70622396469116
Korea,Own outright,2019,59.11821126937866
Korea,Own outright,2020,58.694303035736084
Korea,Own outright,2021,NA
Korea,Owner with mortgage,2010,20.168733596801758
Korea,Owner with mortgage,2011,NA
Korea,Owner with mortgage,2012,11.730988323688507
Korea,Owner with mortgage,2013,NA
Korea,Owner with mortgage,2014,15.804564952850342
Korea,Owner with mortgage,2015,NA
Korea,Owner with mortgage,2016,16.11093580722809
Korea,Owner with mortgage,2017,14.443673193454742
Korea,Owner with mortgage,2018,NA
Korea,Owner with mortgage,2019,NA
Korea,Owner with mortgage,2020,NA
Korea,Owner with mortgage,2021,NA
Korea,Rent (private),2010,37.79662251472473
Korea,Rent (private),2011,NA
Korea,Rent (private),2012,34.2057466506958
Korea,Rent (private),2013,NA
Korea,Rent (private),2014,38.40883672237396
Korea,Rent (private),2015,NA
Korea,Rent (private),2016,34.20850336551666
Korea,Rent (private),2017,32.158493995666504
Korea,Rent (private),2018,32.24245011806488
Korea,Rent (private),2019,32.01122581958771
Korea,Rent (private),2020,32.340216636657715
Korea,Rent (private),2021,NA
Korea,Rent (subsidized),2010,5.293137580156326
Korea,Rent (subsidized),2011,NA
Korea,Rent (subsidized),2012,9.174703061580658
Korea,Rent (subsidized),2013,NA
Korea,Rent (subsidized),2014,5.104595050215721
Korea,Rent (subsidized),2015,NA
Korea,Rent (subsidized),2016,3.947329893708229
Korea,Rent (subsidized),2017,4.883593320846558
Korea,Rent (subsidized),2018,5.189366638660431
Korea,Rent (subsidized),2019,5.049341917037964
Korea,Rent (subsidized),2020,5.165396630764008
Korea,Rent (subsidized),2021,NA
Korea,"Other, unknown",2010,2.659185416996479
Korea,"Other, unknown",2011,NA
Korea,"Other, unknown",2012,2.8364893049001694
Korea,"Other, unknown",2013,NA
Korea,"Other, unknown",2014,2.843497321009636
Korea,"Other, unknown",2015,NA
Korea,"Other, unknown",2016,3.945815935730934
Korea,"Other, unknown",2017,3.806190565228462
Korea,"Other, unknown",2018,3.8619589060544968
Korea,"Other, unknown",2019,3.821222111582756
Korea,"Other, unknown",2020,3.800087049603462
Korea,"Other, unknown",2021,NA
Latvia,Own outright,2010,76.31420493125916
Latvia,Own outright,2011,74.74427819252014
Latvia,Own outright,2012,72.29792475700378
Latvia,Own outright,2013,72.65218496322632
Latvia,Own outright,2014,72.49404191970825
Latvia,Own outright,2015,70.85416913032532
Latvia,Own outright,2016,71.91696763038635
Latvia,Own outright,2017,71.13634943962097
Latvia,Own outright,2018,71.05388641357422
Latvia,Own outright,2019,68.7410831451416
Latvia,Own outright,2020,70.19432783126831
Latvia,Own outright,2021,NA
Latvia,Owner with mortgage,2010,6.087357923388481
Latvia,Owner with mortgage,2011,6.657369434833527
Latvia,Owner with mortgage,2012,7.601246237754822
Latvia,Owner with mortgage,2013,7.193572074174881
Latvia,Owner with mortgage,2014,7.321777194738388
Latvia,Owner with mortgage,2015,7.511122524738312
Latvia,Owner with mortgage,2016,7.572612166404724
Latvia,Owner with mortgage,2017,8.203165233135223
Latvia,Owner with mortgage,2018,8.745836466550827
Latvia,Owner with mortgage,2019,9.269386529922485
Latvia,Owner with mortgage,2020,8.877997100353241
Latvia,Owner with mortgage,2021,NA
Latvia,Rent (private),2010,7.353811711072922
Latvia,Rent (private),2011,8.335955440998077
Latvia,Rent (private),2012,8.228550106287003
Latvia,Rent (private),2013,8.385864645242691
Latvia,Rent (private),2014,8.725224435329437
Latvia,Rent (private),2015,9.192367643117905
Latvia,Rent (private),2016,8.829651027917862
Latvia,Rent (private),2017,8.319823443889618
Latvia,Rent (private),2018,7.521507889032364
Latvia,Rent (private),2019,7.714352011680603
Latvia,Rent (private),2020,7.17267319560051
Latvia,Rent (private),2021,NA
Latvia,Rent (subsidized),2010,5.242862179875374
Latvia,Rent (subsidized),2011,5.1389943808317184
Latvia,Rent (subsidized),2012,5.3908295929431915
Latvia,Rent (subsidized),2013,5.4489124566316605
Latvia,Rent (subsidized),2014,4.398609697818756
Latvia,Rent (subsidized),2015,4.942385479807854
Latvia,Rent (subsidized),2016,3.9027467370033264
Latvia,Rent (subsidized),2017,4.842940345406532
Latvia,Rent (subsidized),2018,4.912063851952553
Latvia,Rent (subsidized),2019,4.557269066572189
Latvia,Rent (subsidized),2020,4.848130792379379
Latvia,Rent (subsidized),2021,NA
Latvia,"Other, unknown",2010,5.001761019229889
Latvia,"Other, unknown",2011,5.123407766222954
Latvia,"Other, unknown",2012,6.48144856095314
Latvia,"Other, unknown",2013,6.319466978311539
Latvia,"Other, unknown",2014,7.060345262289047
Latvia,"Other, unknown",2015,7.499954849481583
Latvia,"Other, unknown",2016,7.778020203113556
Latvia,"Other, unknown",2017,7.497720420360565
Latvia,"Other, unknown",2018,7.766704261302948
Latvia,"Other, unknown",2019,9.71791297197342
Latvia,"Other, unknown",2020,8.9068703353405
Latvia,"Other, unknown",2021,NA
Lithuania,Own outright,2010,88.25243711471558
Lithuania,Own outright,2011,86.98054552078247
Lithuania,Own outright,2012,86.97872161865234
Lithuania,Own outright,2013,85.24407744407654
Lithuania,Own outright,2014,84.1946005821228
Lithuania,Own outright,2015,84.000563621521
Lithuania,Own outright,2016,82.35984444618225
Lithuania,Own outright,2017,80.95260262489319
Lithuania,Own outright,2018,80.04695773124695
Lithuania,Own outright,2019,81.21410012245178
Lithuania,Own outright,2020,83.58733654022217
Lithuania,Own outright,2021,NA
Lithuania,Owner with mortgage,2010,5.452845990657806
Lithuania,Owner with mortgage,2011,5.038631334900856
Lithuania,Owner with mortgage,2012,4.767504706978798
Lithuania,Owner with mortgage,2013,6.025194749236107
Lithuania,Owner with mortgage,2014,5.731178447604179
Lithuania,Owner with mortgage,2015,5.677298083901405
Lithuania,Owner with mortgage,2016,7.500087469816208
Lithuania,Owner with mortgage,2017,8.0097496509552
Lithuania,Owner with mortgage,2018,9.229634702205658
Lithuania,Owner with mortgage,2019,9.05899778008461
Lithuania,Owner with mortgage,2020,7.770579308271408
Lithuania,Owner with mortgage,2021,NA
Lithuania,Rent (private),2010,1.2794959358870983
Lithuania,Rent (private),2011,1.4028401114046574
Lithuania,Rent (private),2012,1.45935183390975
Lithuania,Rent (private),2013,1.3582667335867882
Lithuania,Rent (private),2014,1.5771480277180672
Lithuania,Rent (private),2015,1.3560834340751171
Lithuania,Rent (private),2016,1.8558474257588387
Lithuania,Rent (private),2017,1.8471656367182732
Lithuania,Rent (private),2018,1.4437928795814514
Lithuania,Rent (private),2019,1.1688382364809513
Lithuania,Rent (private),2020,0.7923952303826809
Lithuania,Rent (private),2021,NA
Lithuania,Rent (subsidized),2010,1.137634925544262
Lithuania,Rent (subsidized),2011,1.2099085375666618
Lithuania,Rent (subsidized),2012,1.666928082704544
Lithuania,Rent (subsidized),2013,1.5053963288664818
Lithuania,Rent (subsidized),2014,1.847974956035614
Lithuania,Rent (subsidized),2015,1.921132579445839
Lithuania,Rent (subsidized),2016,1.716323383152485
Lithuania,Rent (subsidized),2017,2.184244804084301
Lithuania,Rent (subsidized),2018,2.0627055317163467
Lithuania,Rent (subsidized),2019,1.619858480989933
Lithuania,Rent (subsidized),2020,1.6345025971531868
Lithuania,Rent (subsidized),2021,NA
Lithuania,"Other, unknown",2010,3.877587616443634
Lithuania,"Other, unknown",2011,5.368075892329216
Lithuania,"Other, unknown",2012,5.127492919564247
Lithuania,"Other, unknown",2013,5.867062509059906
Lithuania,"Other, unknown",2014,6.649100035429001
Lithuania,"Other, unknown",2015,7.044923305511475
Lithuania,"Other, unknown",2016,6.567893922328949
Lithuania,"Other, unknown",2017,7.006235420703888
Lithuania,"Other, unknown",2018,7.2169095277786255
Lithuania,"Other, unknown",2019,6.938207149505615
Lithuania,"Other, unknown",2020,6.215182691812515
Lithuania,"Other, unknown",2021,NA
Luxembourg,Own outright,2010,31.89653754234314
Luxembourg,Own outright,2011,31.39626383781433
Luxembourg,Own outright,2012,32.54801332950592
Luxembourg,Own outright,2013,31.953859329223633
Luxembourg,Own outright,2014,34.29948091506958
Luxembourg,Own outright,2015,33.870729804039
Luxembourg,Own outright,2016,33.886292576789856
Luxembourg,Own outright,2017,35.33059060573578
Luxembourg,Own outright,2018,33.38879346847534
Luxembourg,Own outright,2019,33.267512917518616
Luxembourg,Own outright,2020,30.336108803749084
Luxembourg,Own outright,2021,NA
Luxembourg,Owner with mortgage,2010,32.41634964942932
Luxembourg,Owner with mortgage,2011,32.60576128959656
Luxembourg,Owner with mortgage,2012,34.8959356546402
Luxembourg,Owner with mortgage,2013,37.04593777656555
Luxembourg,Owner with mortgage,2014,34.7000926733017
Luxembourg,Owner with mortgage,2015,36.129456758499146
Luxembourg,Owner with mortgage,2016,36.37106418609619
Luxembourg,Owner with mortgage,2017,35.40228605270386
Luxembourg,Owner with mortgage,2018,34.411874413490295
Luxembourg,Owner with mortgage,2019,33.51010084152222
Luxembourg,Owner with mortgage,2020,35.04564166069031
Luxembourg,Owner with mortgage,2021,NA
Luxembourg,Rent (private),2010,30.406296253204346
Luxembourg,Rent (private),2011,30.315297842025757
Luxembourg,Rent (private),2012,27.192559838294983
Luxembourg,Rent (private),2013,24.34641122817993
Luxembourg,Rent (private),2014,24.476970732212067
Luxembourg,Rent (private),2015,23.6351877450943
Luxembourg,Rent (private),2016,23.696118593215942
Luxembourg,Rent (private),2017,23.440684378147125
Luxembourg,Rent (private),2018,25.675123929977417
Luxembourg,Rent (private),2019,25.58434009552002
Luxembourg,Rent (private),2020,26.14242732524872
Luxembourg,Rent (private),2021,NA
Luxembourg,Rent (subsidized),2010,3.3430833369493484
Luxembourg,Rent (subsidized),2011,3.199240565299988
Luxembourg,Rent (subsidized),2012,3.15193347632885
Luxembourg,Rent (subsidized),2013,3.6494452506303787
Luxembourg,Rent (subsidized),2014,4.178128391504288
Luxembourg,Rent (subsidized),2015,4.35614176094532
Luxembourg,Rent (subsidized),2016,4.135647416114807
Luxembourg,Rent (subsidized),2017,3.8606949150562286
Luxembourg,Rent (subsidized),2018,4.407962039113045
Luxembourg,Rent (subsidized),2019,5.259324982762337
Luxembourg,Rent (subsidized),2020,5.957913771271706
Luxembourg,Rent (subsidized),2021,NA
Luxembourg,"Other, unknown",2010,1.9377337768673897
Luxembourg,"Other, unknown",2011,2.4834362789988518
Luxembourg,"Other, unknown",2012,2.2115593776106834
Luxembourg,"Other, unknown",2013,3.0043480917811394
Luxembourg,"Other, unknown",2014,2.3453261703252792
Luxembourg,"Other, unknown",2015,2.008485421538353
Luxembourg,"Other, unknown",2016,1.9108746200799942
Luxembourg,"Other, unknown",2017,1.9657449796795845
Luxembourg,"Other, unknown",2018,2.1162474527955055
Luxembourg,"Other, unknown",2019,2.378717251121998
Luxembourg,"Other, unknown",2020,2.517903782427311
Luxembourg,"Other, unknown",2021,NA
Mexico,Own outright,2010,64.04658555984497
Mexico,Own outright,2011,NA
Mexico,Own outright,2012,63.75870108604431
Mexico,Own outright,2013,NA
Mexico,Own outright,2014,61.22753620147705
Mexico,Own outright,2015,NA
Mexico,Own outright,2016,59.172242879867554
Mexico,Own outright,2017,NA
Mexico,Own outright,2018,59.41933989524841
Mexico,Own outright,2019,NA
Mexico,Own outright,2020,61.588650941848755
Mexico,Own outright,2021,NA
Mexico,Owner with mortgage,2010,5.7420071214437485
Mexico,Owner with mortgage,2011,NA
Mexico,Owner with mortgage,2012,4.701156914234161
Mexico,Owner with mortgage,2013,NA
Mexico,Owner with mortgage,2014,10.467357188463211
Mexico,Owner with mortgage,2015,NA
Mexico,Owner with mortgage,2016,9.744491428136826
Mexico,Owner with mortgage,2017,NA
Mexico,Owner with mortgage,2018,8.853588253259659
Mexico,Owner with mortgage,2019,NA
Mexico,Owner with mortgage,2020,8.0415278673172
Mexico,Owner with mortgage,2021,NA
Mexico,Rent (private),2010,13.98591548204422
Mexico,Rent (private),2011,NA
Mexico,Rent (private),2012,14.971424639225006
Mexico,Rent (private),2013,NA
Mexico,Rent (private),2014,13.062475621700287
Mexico,Rent (private),2015,NA
Mexico,Rent (private),2016,14.5056813955307
Mexico,Rent (private),2017,NA
Mexico,Rent (private),2018,15.022879838943481
Mexico,Rent (private),2019,NA
Mexico,Rent (private),2020,15.112031996250153
Mexico,Rent (private),2021,NA
Mexico,Rent (subsidized),2010,NA
Mexico,Rent (subsidized),2011,NA
Mexico,Rent (subsidized),2012,NA
Mexico,Rent (subsidized),2013,NA
Mexico,Rent (subsidized),2014,NA
Mexico,Rent (subsidized),2015,NA
Mexico,Rent (subsidized),2016,NA
Mexico,Rent (subsidized),2017,NA
Mexico,Rent (subsidized),2018,NA
Mexico,Rent (subsidized),2019,NA
Mexico,Rent (subsidized),2020,NA
Mexico,Rent (subsidized),2021,NA
Mexico,"Other, unknown",2010,16.22548997402191
Mexico,"Other, unknown",2011,NA
Mexico,"Other, unknown",2012,16.5687158703804
Mexico,"Other, unknown",2013,NA
Mexico,"Other, unknown",2014,15.242631733417511
Mexico,"Other, unknown",2015,NA
Mexico,"Other, unknown",2016,16.5775865316391
Mexico,"Other, unknown",2017,NA
Mexico,"Other, unknown",2018,16.704198718070984
Mexico,"Other, unknown",2019,NA
Mexico,"Other, unknown",2020,15.257787704467773
Mexico,"Other, unknown",2021,NA
Netherlands,Own outright,2010,8.809425681829453
Netherlands,Own outright,2011,8.468730747699738
Netherlands,Own outright,2012,8.498049527406693
Netherlands,Own outright,2013,8.4030382335186
Netherlands,Own outright,2014,9.223239868879318
Netherlands,Own outright,2015,8.8259257376194
Netherlands,Own outright,2016,9.07425731420517
Netherlands,Own outright,2017,9.65363085269928
Netherlands,Own outright,2018,9.269513189792633
Netherlands,Own outright,2019,9.268639981746674
Netherlands,Own outright,2020,9.231220185756683
Netherlands,Own outright,2021,NA
Netherlands,Owner with mortgage,2010,48.154813051223755
Netherlands,Owner with mortgage,2011,48.56849908828735
Netherlands,Owner with mortgage,2012,48.09287786483765
Netherlands,Owner with mortgage,2013,47.977668046951294
Netherlands,Owner with mortgage,2014,47.301143407821655
Netherlands,Owner with mortgage,2015,47.74248003959656
Netherlands,Owner with mortgage,2016,49.081969261169434
Netherlands,Owner with mortgage,2017,48.47176373004913
Netherlands,Owner with mortgage,2018,48.42948019504547
Netherlands,Owner with mortgage,2019,48.768433928489685
Netherlands,Owner with mortgage,2020,48.83788526058197
Netherlands,Owner with mortgage,2021,NA
Netherlands,Rent (private),2010,42.63100326061249
Netherlands,Rent (private),2011,42.32167303562164
Netherlands,Rent (private),2012,42.88901388645172
Netherlands,Rent (private),2013,43.155115842819214
Netherlands,Rent (private),2014,42.867448925971985
Netherlands,Rent (private),2015,42.88701415061951
Netherlands,Rent (private),2016,40.887290239334106
Netherlands,Rent (private),2017,40.77952206134796
Netherlands,Rent (private),2018,41.03747010231018
Netherlands,Rent (private),2019,40.88066220283508
Netherlands,Rent (private),2020,40.79954922199249
Netherlands,Rent (private),2021,NA
Netherlands,Rent (subsidized),2010,NA
Netherlands,Rent (subsidized),2011,NA
Netherlands,Rent (subsidized),2012,NA
Netherlands,Rent (subsidized),2013,NA
Netherlands,Rent (subsidized),2014,NA
Netherlands,Rent (subsidized),2015,NA
Netherlands,Rent (subsidized),2016,NA
Netherlands,Rent (subsidized),2017,NA
Netherlands,Rent (subsidized),2018,NA
Netherlands,Rent (subsidized),2019,NA
Netherlands,Rent (subsidized),2020,NA
Netherlands,Rent (subsidized),2021,NA
Netherlands,"Other, unknown",2010,0.40475688874721527
Netherlands,"Other, unknown",2011,0.6410965695977211
Netherlands,"Other, unknown",2012,0.5200572777539492
Netherlands,"Other, unknown",2013,0.4641775507479906
Netherlands,"Other, unknown",2014,0.6081698928028345
Netherlands,"Other, unknown",2015,0.5445795599371195
Netherlands,"Other, unknown",2016,0.9564841166138649
Netherlands,"Other, unknown",2017,1.095084473490715
Netherlands,"Other, unknown",2018,1.2635359540581703
Netherlands,"Other, unknown",2019,1.0822625830769539
Netherlands,"Other, unknown",2020,1.1313456110656261
Netherlands,"Other, unknown",2021,NA
New Zealand,Own outright,2010,NA
New Zealand,Own outright,2011,NA
New Zealand,Own outright,2012,NA
New Zealand,Own outright,2013,NA
New Zealand,Own outright,2014,NA
New Zealand,Own outright,2015,NA
New Zealand,Own outright,2016,NA
New Zealand,Own outright,2017,NA
New Zealand,Own outright,2018,NA
New Zealand,Own outright,2019,30.5
New Zealand,Own outright,2020,30.8
New Zealand,Own outright,2021,31.2
New Zealand,Owner with mortgage,2010,NA
New Zealand,Owner with mortgage,2011,NA
New Zealand,Owner with mortgage,2012,NA
New Zealand,Owner with mortgage,2013,NA
New Zealand,Owner with mortgage,2014,NA
New Zealand,Owner with mortgage,2015,NA
New Zealand,Owner with mortgage,2016,NA
New Zealand,Owner with mortgage,2017,NA
New Zealand,Owner with mortgage,2018,NA
New Zealand,Owner with mortgage,2019,33.4
New Zealand,Owner with mortgage,2020,33.4
New Zealand,Owner with mortgage,2021,34.3
New Zealand,Rent (private),2010,NA
New Zealand,Rent (private),2011,NA
New Zealand,Rent (private),2012,NA
New Zealand,Rent (private),2013,NA
New Zealand,Rent (private),2014,NA
New Zealand,Rent (private),2015,NA
New Zealand,Rent (private),2016,NA
New Zealand,Rent (private),2017,NA
New Zealand,Rent (private),2018,NA
New Zealand,Rent (private),2019,33
New Zealand,Rent (private),2020,33.6
New Zealand,Rent (private),2021,32.4
New Zealand,Rent (subsidized),2010,NA
New Zealand,Rent (subsidized),2011,NA
New Zealand,Rent (subsidized),2012,NA
New Zealand,Rent (subsidized),2013,NA
New Zealand,Rent (subsidized),2014,NA
New Zealand,Rent (subsidized),2015,NA
New Zealand,Rent (subsidized),2016,NA
New Zealand,Rent (subsidized),2017,NA
New Zealand,Rent (subsidized),2018,NA
New Zealand,Rent (subsidized),2019,NA
New Zealand,Rent (subsidized),2020,NA
New Zealand,Rent (subsidized),2021,NA
New Zealand,"Other, unknown",2010,NA
New Zealand,"Other, unknown",2011,NA
New Zealand,"Other, unknown",2012,NA
New Zealand,"Other, unknown",2013,NA
New Zealand,"Other, unknown",2014,NA
New Zealand,"Other, unknown",2015,NA
New Zealand,"Other, unknown",2016,NA
New Zealand,"Other, unknown",2017,NA
New Zealand,"Other, unknown",2018,NA
New Zealand,"Other, unknown",2019,3.1
New Zealand,"Other, unknown",2020,2.3
New Zealand,"Other, unknown",2021,2.1
Norway,Own outright,2010,25.493237376213074
Norway,Own outright,2011,25.53505301475525
Norway,Own outright,2012,23.74809980392456
Norway,Own outright,2013,22.669604420661926
Norway,Own outright,2014,21.936386823654175
Norway,Own outright,2015,23.357275128364563
Norway,Own outright,2016,23.52752685546875
Norway,Own outright,2017,23.233187198638916
Norway,Own outright,2018,23.59970211982727
Norway,Own outright,2019,22.649216651916504
Norway,Own outright,2020,22.205491364002228
Norway,Own outright,2021,NA
Norway,Owner with mortgage,2010,51.182013750076294
Norway,Owner with mortgage,2011,52.146995067596436
Norway,Owner with mortgage,2012,53.68397831916809
Norway,Owner with mortgage,2013,54.169267416000366
Norway,Owner with mortgage,2014,54.50281500816345
Norway,Owner with mortgage,2015,50.81814527511597
Norway,Owner with mortgage,2016,50.85398554801941
Norway,Owner with mortgage,2017,49.29150342941284
Norway,Owner with mortgage,2018,49.13380444049835
Norway,Owner with mortgage,2019,49.79815185070038
Norway,Owner with mortgage,2020,50.764113664627075
Norway,Owner with mortgage,2021,NA
Norway,Rent (private),2010,15.059973299503326
Norway,Rent (private),2011,13.798162341117859
Norway,Rent (private),2012,12.155725061893463
Norway,Rent (private),2013,13.818603754043579
Norway,Rent (private),2014,13.341982662677765
Norway,Rent (private),2015,14.575554430484772
Norway,Rent (private),2016,14.35987800359726
Norway,Rent (private),2017,16.749916970729828
Norway,Rent (private),2018,23.107868432998657
Norway,Rent (private),2019,23.676712810993195
Norway,Rent (private),2020,23.35115820169449
Norway,Rent (private),2021,NA
Norway,Rent (subsidized),2010,1.050584390759468
Norway,Rent (subsidized),2011,0.529618514701724
Norway,Rent (subsidized),2012,6.431206315755844
Norway,Rent (subsidized),2013,0.7319952361285686
Norway,Rent (subsidized),2014,0.672294246032834
Norway,Rent (subsidized),2015,1.0321429930627346
Norway,Rent (subsidized),2016,0.8209584280848503
Norway,Rent (subsidized),2017,5.714911222457886
Norway,Rent (subsidized),2018,1.0807530023157597
Norway,Rent (subsidized),2019,0.8847861550748348
Norway,Rent (subsidized),2020,1.1369992047548294
Norway,Rent (subsidized),2021,NA
Norway,"Other, unknown",2010,7.2141967713832855
Norway,"Other, unknown",2011,7.990168035030365
Norway,"Other, unknown",2012,3.9809904992580414
Norway,"Other, unknown",2013,8.610528707504272
Norway,"Other, unknown",2014,9.546525776386261
Norway,"Other, unknown",2015,10.216885805130005
Norway,"Other, unknown",2016,10.437649488449097
Norway,"Other, unknown",2017,5.01047819852829
Norway,"Other, unknown",2018,3.0778715386986732
Norway,"Other, unknown",2019,2.99113467335701
Norway,"Other, unknown",2020,2.5422364473342896
Norway,"Other, unknown",2021,NA
Poland,Own outright,2010,73.02688956260681
Poland,Own outright,2011,72.65782952308655
Poland,Own outright,2012,71.80439829826355
Poland,Own outright,2013,72.44423627853394
Poland,Own outright,2014,71.27362489700317
Poland,Own outright,2015,71.16478085517883
Poland,Own outright,2016,70.36751508712769
Poland,Own outright,2017,70.63621282577515
Poland,Own outright,2018,70.708167552948
Poland,Own outright,2019,70.09432315826416
Poland,Own outright,2020,70.58945298194885
Poland,Own outright,2021,NA
Poland,Owner with mortgage,2010,6.149739772081375
Poland,Owner with mortgage,2011,7.260236144065857
Poland,Owner with mortgage,2012,8.35954025387764
Poland,Owner with mortgage,2013,8.94753485918045
Poland,Owner with mortgage,2014,9.821424633264542
Poland,Owner with mortgage,2015,9.653200954198837
Poland,Owner with mortgage,2016,10.227537155151367
Poland,Owner with mortgage,2017,10.125630348920822
Poland,Owner with mortgage,2018,10.337291657924652
Poland,Owner with mortgage,2019,10.941670835018158
Poland,Owner with mortgage,2020,11.86574250459671
Poland,Owner with mortgage,2021,NA
Poland,Rent (private),2010,2.922389470040798
Poland,Rent (private),2011,3.951837122440338
Poland,Rent (private),2012,4.646531119942665
Poland,Rent (private),2013,4.8125628381967545
Poland,Rent (private),2014,5.1324766129255295
Poland,Rent (private),2015,5.33335916697979
Poland,Rent (private),2016,5.391106009483337
Poland,Rent (private),2017,5.189880728721619
Poland,Rent (private),2018,5.227969586849213
Poland,Rent (private),2019,5.360940471291542
Poland,Rent (private),2020,3.9990004152059555
Poland,Rent (private),2021,NA
Poland,Rent (subsidized),2010,1.2983661144971848
Poland,Rent (subsidized),2011,1.959582231938839
Poland,Rent (subsidized),2012,1.7443211749196053
Poland,Rent (subsidized),2013,1.5612325631082058
Poland,Rent (subsidized),2014,1.4435485005378723
Poland,Rent (subsidized),2015,1.4639065600931644
Poland,Rent (subsidized),2016,1.4895562082529068
Poland,Rent (subsidized),2017,0.8798045106232166
Poland,Rent (subsidized),2018,1.1923115700483322
Poland,Rent (subsidized),2019,1.4049137011170387
Poland,Rent (subsidized),2020,1.1636165902018547
Poland,Rent (subsidized),2021,NA
Poland,"Other, unknown",2010,16.602617502212524
Poland,"Other, unknown",2011,14.170517027378082
Poland,"Other, unknown",2012,13.445205986499786
Poland,"Other, unknown",2013,12.234437465667725
Poland,"Other, unknown",2014,12.328926473855972
Poland,"Other, unknown",2015,12.384754419326782
Poland,"Other, unknown",2016,12.524285912513733
Poland,"Other, unknown",2017,13.168469071388245
Poland,"Other, unknown",2018,12.534262239933014
Poland,"Other, unknown",2019,12.198150157928467
Poland,"Other, unknown",2020,12.382186949253082
Poland,"Other, unknown",2021,NA
Portugal,Own outright,2010,45.374417304992676
Portugal,Own outright,2011,44.515830278396606
Portugal,Own outright,2012,44.34463679790497
Portugal,Own outright,2013,43.108490109443665
