Country,tenure_mode,year,value
Belgium,Own outright,2019,33.50021541118622
Belgium,Own outright,2020,32.85626471042633
Belgium,Own outright,2021,NA
Belgium,Owner with mortgage,2010,31.610751152038574
Belgium,Owner with mortgage,2011,32.39768147468567
Belgium,Owner with mortgage,2012,33.23810696601868
Belgium,Owner with mortgage,2013,33.26667547225952
Belgium,Owner with mortgage,2014,33.129727840423584
Belgium,Owner with mortgage,2015,32.27022588253021
Belgium,Owner with mortgage,2016,30.949604511260986
Belgium,Owner with mortgage,2017,32.439541816711426
Belgium,Owner with mortgage,2018,33.27215313911438
Belgium,Owner with mortgage,2019,32.823655009269714
Belgium,Owner with mortgage,2020,33.1642746925354
Belgium,Owner with mortgage,2021,NA
Belgium,Rent (private),2010,23.631156980991364
Belgium,Rent (private),2011,22.605521976947784
Belgium,Rent (private),2012,22.21931517124176
Belgium,Rent (private),2013,22.733695805072784
Belgium,Rent (private),2014,23.756694793701172
Belgium,Rent (private),2015,24.06717538833618
Belgium,Rent (private),2016,24.197281897068024
Belgium,Rent (private),2017,22.084790468215942
Belgium,Rent (private),2018,22.657476365566254
Belgium,Rent (private),2019,23.38121384382248
Belgium,Rent (private),2020,23.482225835323334
Belgium,Rent (private),2021,NA
Belgium,Rent (subsidized),2010,8.997435122728348
Belgium,Rent (subsidized),2011,9.395437687635422
Belgium,Rent (subsidized),2012,8.909974247217178
Belgium,Rent (subsidized),2013,8.81151258945465
Belgium,Rent (subsidized),2014,8.457517623901367
Belgium,Rent (subsidized),2015,8.534424006938934
Belgium,Rent (subsidized),2016,8.184317499399185
Belgium,Rent (subsidized),2017,8.323293924331665
Belgium,Rent (subsidized),2018,8.627377450466156
Belgium,Rent (subsidized),2019,8.744487166404724
Belgium,Rent (subsidized),2020,8.862489461898804
Belgium,Rent (subsidized),2021,NA
Belgium,"Other, unknown",2010,1.7229335382580757
Belgium,"Other, unknown",2011,1.6286594793200493
Belgium,"Other, unknown",2012,1.6045456752181053
Belgium,"Other, unknown",2013,1.7204836010932922
Belgium,"Other, unknown",2014,1.6786476597189903
Belgium,"Other, unknown",2015,1.5016894787549973
Belgium,"Other, unknown",2016,1.3450765050947666
Belgium,"Other, unknown",2017,1.7343582585453987
Belgium,"Other, unknown",2018,1.4660634100437164
Belgium,"Other, unknown",2019,1.5504296869039536
Belgium,"Other, unknown",2020,1.6347456723451614
Belgium,"Other, unknown",2021,NA
Canada,Own outright,2010,29.647627472877502
Canada,Own outright,2011,28.757348656654358
Canada,Own outright,2012,30.974075198173523
Canada,Own outright,2013,30.692148208618164
Canada,Own outright,2014,30.890655517578125
Canada,Own outright,2015,29.86428439617157
Canada,Own outright,2016,29.500851035118103
Canada,Own outright,2017,29.67294752597809
Canada,Own outright,2018,29.874345660209656
Canada,Own outright,2019,NA
Canada,Own outright,2020,NA
Canada,Own outright,2021,NA
Canada,Owner with mortgage,2010,39.817437529563904
Canada,Owner with mortgage,2011,40.50787389278412
Canada,Owner with mortgage,2012,38.635796308517456
Canada,Owner with mortgage,2013,38.414984941482544
Canada,Owner with mortgage,2014,38.89147639274597
Canada,Owner with mortgage,2015,39.183154702186584
Canada,Owner with mortgage,2016,38.63552510738373
Canada,Owner with mortgage,2017,39.08688426017761
Canada,Owner with mortgage,2018,39.285242557525635
Canada,Owner with mortgage,2019,NA
Canada,Owner with mortgage,2020,NA
Canada,Owner with mortgage,2021,NA
Canada,Rent (private),2010,30.52694797515869
Canada,Rent (private),2011,30.73127269744873
Canada,Rent (private),2012,29.456984996795654
Canada,Rent (private),2013,29.745936393737793
Canada,Rent (private),2014,29.53374981880188
Canada,Rent (private),2015,29.82810139656067
Canada,Rent (private),2016,30.902662873268127
Canada,Rent (private),2017,30.355998873710632
Canada,Rent (private),2018,30.84041476249695
Canada,Rent (private),2019,NA
Canada,Rent (private),2020,NA
Canada,Rent (private),2021,NA
Canada,Rent (subsidized),2010,NA
Canada,Rent (subsidized),2011,NA
Canada,Rent (subsidized),2012,NA
Canada,Rent (subsidized),2013,NA
Canada,Rent (subsidized),2014,NA
Canada,Rent (subsidized),2015,NA
Canada,Rent (subsidized),2016,NA
Canada,Rent (subsidized),2017,NA
Canada,Rent (subsidized),2018,NA
Canada,Rent (subsidized),2019,NA
Canada,Rent (subsidized),2020,NA
Canada,Rent (subsidized),2021,NA
Canada,"Other, unknown",2010,0.007985345291672274
Canada,"Other, unknown",2011,0.003505155837046914
Canada,"Other, unknown",2012,0.9331419132649899
Canada,"Other, unknown",2013,1.1469308286905289
Canada,"Other, unknown",2014,0.6841212976723909
Canada,"Other, unknown",2015,1.1244595982134342
Canada,"Other, unknown",2016,0.9609600529074669
Canada,"Other, unknown",2017,0.8841671049594879
Canada,"Other, unknown",2018,NA
Canada,"Other, unknown",2019,NA
Canada,"Other, unknown",2020,NA
Canada,"Other, unknown",2021,NA
Chile,Own outright,2010,NA
Chile,Own outright,2011,52.66011357307434
Chile,Own outright,2012,NA
Chile,Own outright,2013,51.27975344657898
Chile,Own outright,2014,NA
Chile,Own outright,2015,51.36004090309143
Chile,Own outright,2016,NA
Chile,Own outright,2017,49.365147948265076
Chile,Own outright,2018,NA
Chile,Own outright,2019,NA
Chile,Own outright,2020,61.77048683166504
Chile,Own outright,2021,NA
Chile,Owner with mortgage,2010,NA
Chile,Owner with mortgage,2011,12.80636340379715
Chile,Owner with mortgage,2012,NA
Chile,Owner with mortgage,2013,13.334810733795166
Chile,Owner with mortgage,2014,NA
Chile,Owner with mortgage,2015,12.26726919412613
Chile,Owner with mortgage,2016,NA
Chile,Owner with mortgage,2017,11.0255166888237
Chile,Owner with mortgage,2018,NA
Chile,Owner with mortgage,2019,NA
Chile,Owner with mortgage,2020,NA
Chile,Owner with mortgage,2021,NA
Chile,Rent (private),2010,NA
Chile,Rent (private),2011,16.97200834751129
Chile,Rent (private),2012,NA
Chile,Rent (private),2013,18.552710115909576
Chile,Rent (private),2014,NA
Chile,Rent (private),2015,20.02110332250595
Chile,Rent (private),2016,NA
Chile,Rent (private),2017,21.927200257778168
Chile,Rent (private),2018,NA
Chile,Rent (private),2019,NA
Chile,Rent (private),2020,23.153884708881378
Chile,Rent (private),2021,NA
Chile,Rent (subsidized),2010,NA
Chile,Rent (subsidized),2011,NA
Chile,Rent (subsidized),2012,NA
Chile,Rent (subsidized),2013,NA
Chile,Rent (subsidized),2014,NA
Chile,Rent (subsidized),2015,NA
Chile,Rent (subsidized),2016,NA
Chile,Rent (subsidized),2017,NA
Chile,Rent (subsidized),2018,NA
Chile,Rent (subsidized),2019,NA
Chile,Rent (subsidized),2020,NA
Chile,Rent (subsidized),2021,NA
Chile,"Other, unknown",2010,NA
Chile,"Other, unknown",2011,17.56151169538498
Chile,"Other, unknown",2012,NA
Chile,"Other, unknown",2013,16.832725703716278
Chile,"Other, unknown",2014,NA
Chile,"Other, unknown",2015,16.35158658027649
Chile,"Other, unknown",2016,NA
Chile,"Other, unknown",2017,17.682136595249176
Chile,"Other, unknown",2018,NA
Chile,"Other, unknown",2019,NA
Chile,"Other, unknown",2020,15.075628459453583
Chile,"Other, unknown",2021,NA
Colombia,Own outright,2010,NA
Colombia,Own outright,2011,NA
Colombia,Own outright,2012,36.95175647735596
Colombia,Own outright,2013,37.23652958869934
Colombia,Own outright,2014,35.80029010772705
Colombia,Own outright,2015,34.80067253112793
Colombia,Own outright,2016,34.68168377876282
Colombia,Own outright,2017,33.67002606391907
Colombia,Own outright,2018,33.653005957603455
Colombia,Own outright,2019,32.84442722797394
Colombia,Own outright,2020,31.77393674850464
Colombia,Own outright,2021,NA
Colombia,Owner with mortgage,2010,NA
Colombia,Owner with mortgage,2011,NA
Colombia,Owner with mortgage,2012,6.355353444814682
Colombia,Owner with mortgage,2013,6.144556403160095
Colombia,Owner with mortgage,2014,5.643896758556366
Colombia,Owner with mortgage,2015,5.708900839090347
Colombia,Owner with mortgage,2016,5.7073429226875305
Colombia,Owner with mortgage,2017,5.545412003993988
Colombia,Owner with mortgage,2018,4.731779173016548
Colombia,Owner with mortgage,2019,5.3638603538274765
Colombia,Owner with mortgage,2020,5.245686322450638
Colombia,Owner with mortgage,2021,NA
Colombia,Rent (private),2010,NA
Colombia,Rent (private),2011,NA
Colombia,Rent (private),2012,44.97504234313965
Colombia,Rent (private),2013,44.99250650405884
Colombia,Rent (private),2014,46.03951275348663
Colombia,Rent (private),2015,46.98438346385956
Colombia,Rent (private),2016,47.12386131286621
Colombia,Rent (private),2017,48.41009974479675
Colombia,Rent (private),2018,48.70305061340332
Colombia,Rent (private),2019,49.08451437950134
Colombia,Rent (private),2020,50.55020451545715
Colombia,Rent (private),2021,NA
Colombia,Rent (subsidized),2010,NA
Colombia,Rent (subsidized),2011,NA
Colombia,Rent (subsidized),2012,NA
Colombia,Rent (subsidized),2013,NA
Colombia,Rent (subsidized),2014,NA
Colombia,Rent (subsidized),2015,NA
Colombia,Rent (subsidized),2016,NA
Colombia,Rent (subsidized),2017,NA
Colombia,Rent (subsidized),2018,NA
Colombia,Rent (subsidized),2019,NA
Colombia,Rent (subsidized),2020,NA
Colombia,Rent (subsidized),2021,NA
Colombia,"Other, unknown",2010,NA
Colombia,"Other, unknown",2011,NA
Colombia,"Other, unknown",2012,11.71785220503807
Colombia,"Other, unknown",2013,11.626408994197845
Colombia,"Other, unknown",2014,12.516297399997711
Colombia,"Other, unknown",2015,12.506046891212463
Colombia,"Other, unknown",2016,12.4871127307415
Colombia,"Other, unknown",2017,12.374456971883774
Colombia,"Other, unknown",2018,12.912167608737946
Colombia,"Other, unknown",2019,12.70720511674881
Colombia,"Other, unknown",2020,12.430170178413391
Colombia,"Other, unknown",2021,NA
Costa Rica,Own outright,2010,62.298452854156494
Costa Rica,Own outright,2011,61.30021810531616
Costa Rica,Own outright,2012,62.22063899040222
Costa Rica,Own outright,2013,62.55348324775696
Costa Rica,Own outright,2014,62.25636005401611
Costa Rica,Own outright,2015,60.04985570907593
Costa Rica,Own outright,2016,61.238259077072144
Costa Rica,Own outright,2017,62.916237115859985
Costa Rica,Own outright,2018,61.991679668426514
Costa Rica,Own outright,2019,60.51916480064392
Costa Rica,Own outright,2020,62.693703174591064
Costa Rica,Own outright,2021,NA
Costa Rica,Owner with mortgage,2010,8.146338164806366
Costa Rica,Owner with mortgage,2011,8.927880227565765
Costa Rica,Owner with mortgage,2012,7.803739607334137
Costa Rica,Owner with mortgage,2013,8.554669469594955
Costa Rica,Owner with mortgage,2014,9.956451505422592
Costa Rica,Owner with mortgage,2015,10.559968650341034
Costa Rica,Owner with mortgage,2016,9.985242038965225
Costa Rica,Owner with mortgage,2017,9.904919564723969
Costa Rica,Owner with mortgage,2018,9.277763962745667
Costa Rica,Owner with mortgage,2019,10.357090830802917
Costa Rica,Owner with mortgage,2020,9.595408290624619
Costa Rica,Owner with mortgage,2021,NA
Costa Rica,Rent (private),2010,20.629188418388367
Costa Rica,Rent (private),2011,20.579935610294342
Costa Rica,Rent (private),2012,20.776452124118805
Costa Rica,Rent (private),2013,20.188328623771667
Costa Rica,Rent (private),2014,18.901042640209198
Costa Rica,Rent (private),2015,18.519972264766693
Costa Rica,Rent (private),2016,18.664924800395966
Costa Rica,Rent (private),2017,17.25929230451584
Costa Rica,Rent (private),2018,18.584153056144714
Costa Rica,Rent (private),2019,18.734480440616608
Costa Rica,Rent (private),2020,17.95351803302765
Costa Rica,Rent (private),2021,NA
Costa Rica,Rent (subsidized),2010,NA
Costa Rica,Rent (subsidized),2011,NA
Costa Rica,Rent (subsidized),2012,NA
Costa Rica,Rent (subsidized),2013,NA
Costa Rica,Rent (subsidized),2014,NA
Costa Rica,Rent (subsidized),2015,NA
Costa Rica,Rent (subsidized),2016,NA
Costa Rica,Rent (subsidized),2017,NA
Costa Rica,Rent (subsidized),2018,NA
Costa Rica,Rent (subsidized),2019,NA
Costa Rica,Rent (subsidized),2020,NA
Costa Rica,Rent (subsidized),2021,NA
Costa Rica,"Other, unknown",2010,8.926022052764893
Costa Rica,"Other, unknown",2011,9.19196680188179
Costa Rica,"Other, unknown",2012,9.199168533086777
Costa Rica,"Other, unknown",2013,8.70351791381836
Costa Rica,"Other, unknown",2014,8.886148035526276
Costa Rica,"Other, unknown",2015,10.870200395584106
Costa Rica,"Other, unknown",2016,10.111575573682785
Costa Rica,"Other, unknown",2017,9.919553250074387
Costa Rica,"Other, unknown",2018,10.146404057741165
Costa Rica,"Other, unknown",2019,10.389262437820435
Costa Rica,"Other, unknown",2020,9.757369756698608
Costa Rica,"Other, unknown",2021,NA
Czech Republic,Own outright,2010,62.30665445327759
Czech Republic,Own outright,2011,63.224709033966064
Czech Republic,Own outright,2012,63.92626762390137
Czech Republic,Own outright,2013,63.61595392227173
Czech Republic,Own outright,2014,62.431007623672485
Czech Republic,Own outright,2015,61.57686114311218
Czech Republic,Own outright,2016,60.634660720825195
Czech Republic,Own outright,2017,59.98575687408447
Czech Republic,Own outright,2018,59.37109589576721
Czech Republic,Own outright,2019,58.940523862838745
Czech Republic,Own outright,2020,58.90481472015381
Czech Republic,Own outright,2021,NA
Czech Republic,Owner with mortgage,2010,14.309659600257874
Czech Republic,Owner with mortgage,2011,14.636635780334473
Czech Republic,Owner with mortgage,2012,14.294789731502533
Czech Republic,Owner with mortgage,2013,14.278466999530792
Czech Republic,Owner with mortgage,2014,14.056600630283356
Czech Republic,Owner with mortgage,2015,13.751406967639923
Czech Republic,Owner with mortgage,2016,14.691162109375
Czech Republic,Owner with mortgage,2017,15.635918080806732
Czech Republic,Owner with mortgage,2018,16.041485965251923
Czech Republic,Owner with mortgage,2019,16.497495770454407
Czech Republic,Owner with mortgage,2020,16.59235954284668
Czech Republic,Owner with mortgage,2021,NA
Czech Republic,Rent (private),2010,5.3507354110479355
Czech Republic,Rent (private),2011,13.938608765602112
Czech Republic,Rent (private),2012,13.820230960845947
Czech Republic,Rent (private),2013,17.141233384609222
Czech Republic,Rent (private),2014,17.81737059354782
Czech Republic,Rent (private),2015,17.64538586139679
Czech Republic,Rent (private),2016,17.246687412261963
Czech Republic,Rent (private),2017,16.99994206428528
Czech Republic,Rent (private),2018,17.489057779312134
Czech Republic,Rent (private),2019,17.88036674261093
Czech Republic,Rent (private),2020,17.848974466323853
Czech Republic,Rent (private),2021,NA
Czech Republic,Rent (subsidized),2010,14.866988360881805
Czech Republic,Rent (subsidized),2011,4.750984534621239
Czech Republic,Rent (subsidized),2012,4.512622579932213
Czech Republic,Rent (subsidized),2013,0.9757964871823788
Czech Republic,Rent (subsidized),2014,1.4225400984287262
Czech Republic,Rent (subsidized),2015,1.9705206155776978
Czech Republic,Rent (subsidized),2016,2.1406276151537895
Czech Republic,Rent (subsidized),2017,1.8314460292458534
Czech Republic,Rent (subsidized),2018,1.3948269188404083
Czech Republic,Rent (subsidized),2019,1.1550717055797577
Czech Republic,Rent (subsidized),2020,1.2292291969060898
Czech Republic,Rent (subsidized),2021,NA
Czech Republic,"Other, unknown",2010,3.165963292121887
Czech Republic,"Other, unknown",2011,3.4490615129470825
Czech Republic,"Other, unknown",2012,3.4460969269275665
Czech Republic,"Other, unknown",2013,3.988545387983322
Czech Republic,"Other, unknown",2014,4.272481799125671
Czech Republic,"Other, unknown",2015,5.055826902389526
Czech Republic,"Other, unknown",2016,5.286857113242149
Czech Republic,"Other, unknown",2017,5.546939000487328
Czech Republic,"Other, unknown",2018,5.703537538647652
Czech Republic,"Other, unknown",2019,5.526544898748398
Czech Republic,"Other, unknown",2020,5.424626171588898
Czech Republic,"Other, unknown",2021,NA
Denmark,Own outright,2010,15.729783475399017
Denmark,Own outright,2011,15.38785696029663
Denmark,Own outright,2012,13.60114961862564
Denmark,Own outright,2013,15.066902339458466
Denmark,Own outright,2014,14.967302978038788
Denmark,Own outright,2015,15.73592871427536
Denmark,Own outright,2016,15.628142654895782
Denmark,Own outright,2017,16.020706295967102
Denmark,Own outright,2018,15.53557813167572
Denmark,Own outright,2019,15.20366221666336
Denmark,Own outright,2020,15.031015872955322
Denmark,Own outright,2021,NA
Denmark,Owner with mortgage,2010,41.67666733264923
Denmark,Owner with mortgage,2011,41.28710329532623
Denmark,Owner with mortgage,2012,40.80721735954285
Denmark,Owner with mortgage,2013,39.630237221717834
Denmark,Owner with mortgage,2014,38.88815641403198
