country,tenure_type,income,year,value
Colombia,Rent (private),4th Quintile,2011,NA
Colombia,Rent (private),4th Quintile,2012,0.44171640276908875
Colombia,Rent (private),4th Quintile,2013,0.43705353140830994
Colombia,Rent (private),4th Quintile,2014,0.4515220522880554
Colombia,Rent (private),4th Quintile,2015,0.4558992385864258
Colombia,Rent (private),4th Quintile,2016,0.45944610238075256
Colombia,Rent (private),4th Quintile,2017,0.47558486461639404
Colombia,Rent (private),4th Quintile,2018,0.4794398844242096
Colombia,Rent (private),4th Quintile,2019,0.4696764051914215
Colombia,Rent (private),4th Quintile,2020,0.4895133674144745
Colombia,Rent (private),Top Quintile,2010,NA
Colombia,Rent (private),Top Quintile,2011,NA
Colombia,Rent (private),Top Quintile,2012,0.38283771276474
Colombia,Rent (private),Top Quintile,2013,0.392934113740921
Colombia,Rent (private),Top Quintile,2014,0.3982737958431244
Colombia,Rent (private),Top Quintile,2015,0.406322717666626
Colombia,Rent (private),Top Quintile,2016,0.4085911512374878
Colombia,Rent (private),Top Quintile,2017,0.41659530997276306
Colombia,Rent (private),Top Quintile,2018,0.4144354462623596
Colombia,Rent (private),Top Quintile,2019,0.408795565366745
Colombia,Rent (private),Top Quintile,2020,0.3996092975139618
Colombia,Rent (subsidized),Bottom Quintile,2010,NA
Colombia,Rent (subsidized),Bottom Quintile,2011,NA
Colombia,Rent (subsidized),Bottom Quintile,2012,NA
Colombia,Rent (subsidized),Bottom Quintile,2013,NA
Colombia,Rent (subsidized),Bottom Quintile,2014,NA
Colombia,Rent (subsidized),Bottom Quintile,2015,NA
Colombia,Rent (subsidized),Bottom Quintile,2016,NA
Colombia,Rent (subsidized),Bottom Quintile,2017,NA
Colombia,Rent (subsidized),Bottom Quintile,2018,NA
Colombia,Rent (subsidized),Bottom Quintile,2019,NA
Colombia,Rent (subsidized),Bottom Quintile,2020,NA
Colombia,Rent (subsidized),2nd Quintile,2010,NA
Colombia,Rent (subsidized),2nd Quintile,2011,NA
Colombia,Rent (subsidized),2nd Quintile,2012,NA
Colombia,Rent (subsidized),2nd Quintile,2013,NA
Colombia,Rent (subsidized),2nd Quintile,2014,NA
Colombia,Rent (subsidized),2nd Quintile,2015,NA
Colombia,Rent (subsidized),2nd Quintile,2016,NA
Colombia,Rent (subsidized),2nd Quintile,2017,NA
Colombia,Rent (subsidized),2nd Quintile,2018,NA
Colombia,Rent (subsidized),2nd Quintile,2019,NA
Colombia,Rent (subsidized),2nd Quintile,2020,NA
Colombia,Rent (subsidized),3rd Quintile,2010,NA
Colombia,Rent (subsidized),3rd Quintile,2011,NA
Colombia,Rent (subsidized),3rd Quintile,2012,NA
Colombia,Rent (subsidized),3rd Quintile,2013,NA
Colombia,Rent (subsidized),3rd Quintile,2014,NA
Colombia,Rent (subsidized),3rd Quintile,2015,NA
Colombia,Rent (subsidized),3rd Quintile,2016,NA
Colombia,Rent (subsidized),3rd Quintile,2017,NA
Colombia,Rent (subsidized),3rd Quintile,2018,NA
Colombia,Rent (subsidized),3rd Quintile,2019,NA
Colombia,Rent (subsidized),3rd Quintile,2020,NA
Colombia,Rent (subsidized),4th Quintile,2010,NA
Colombia,Rent (subsidized),4th Quintile,2011,NA
Colombia,Rent (subsidized),4th Quintile,2012,NA
Colombia,Rent (subsidized),4th Quintile,2013,NA
Colombia,Rent (subsidized),4th Quintile,2014,NA
Colombia,Rent (subsidized),4th Quintile,2015,NA
Colombia,Rent (subsidized),4th Quintile,2016,NA
Colombia,Rent (subsidized),4th Quintile,2017,NA
Colombia,Rent (subsidized),4th Quintile,2018,NA
Colombia,Rent (subsidized),4th Quintile,2019,NA
Colombia,Rent (subsidized),4th Quintile,2020,NA
Colombia,Rent (subsidized),Top Quintile,2010,NA
Colombia,Rent (subsidized),Top Quintile,2011,NA
Colombia,Rent (subsidized),Top Quintile,2012,NA
Colombia,Rent (subsidized),Top Quintile,2013,NA
Colombia,Rent (subsidized),Top Quintile,2014,NA
Colombia,Rent (subsidized),Top Quintile,2015,NA
Colombia,Rent (subsidized),Top Quintile,2016,NA
Colombia,Rent (subsidized),Top Quintile,2017,NA
Colombia,Rent (subsidized),Top Quintile,2018,NA
Colombia,Rent (subsidized),Top Quintile,2019,NA
Colombia,Rent (subsidized),Top Quintile,2020,NA
Colombia,"Other, unknown",Bottom Quintile,2010,NA
Colombia,"Other, unknown",Bottom Quintile,2011,NA
Colombia,"Other, unknown",Bottom Quintile,2012,0.14956779778003693
Colombia,"Other, unknown",Bottom Quintile,2013,0.1513066291809082
Colombia,"Other, unknown",Bottom Quintile,2014,0.15405310690402985
Colombia,"Other, unknown",Bottom Quintile,2015,0.16899926960468292
Colombia,"Other, unknown",Bottom Quintile,2016,0.155299112200737
Colombia,"Other, unknown",Bottom Quintile,2017,0.15121449530124664
Colombia,"Other, unknown",Bottom Quintile,2018,0.16238933801651
Colombia,"Other, unknown",Bottom Quintile,2019,0.15923051536083221
Colombia,"Other, unknown",Bottom Quintile,2020,0.1564117670059204
Colombia,"Other, unknown",2nd Quintile,2010,NA
Colombia,"Other, unknown",2nd Quintile,2011,NA
Colombia,"Other, unknown",2nd Quintile,2012,0.1415499746799469
Colombia,"Other, unknown",2nd Quintile,2013,0.13037246465682983
Colombia,"Other, unknown",2nd Quintile,2014,0.14673927426338196
Colombia,"Other, unknown",2nd Quintile,2015,0.14620080590248108
Colombia,"Other, unknown",2nd Quintile,2016,0.1428675502538681
Colombia,"Other, unknown",2nd Quintile,2017,0.13505995273590088
Colombia,"Other, unknown",2nd Quintile,2018,0.15193161368370056
Colombia,"Other, unknown",2nd Quintile,2019,0.1479724645614624
Colombia,"Other, unknown",2nd Quintile,2020,0.12103084474802017
Colombia,"Other, unknown",3rd Quintile,2010,NA
Colombia,"Other, unknown",3rd Quintile,2011,NA
Colombia,"Other, unknown",3rd Quintile,2012,0.1156299039721489
Colombia,"Other, unknown",3rd Quintile,2013,0.11749496310949326
Colombia,"Other, unknown",3rd Quintile,2014,0.12493760883808136
Colombia,"Other, unknown",3rd Quintile,2015,0.11833321303129196
Colombia,"Other, unknown",3rd Quintile,2016,0.12364146113395691
Colombia,"Other, unknown",3rd Quintile,2017,0.12204474955797195
Colombia,"Other, unknown",3rd Quintile,2018,0.12376036494970322
Colombia,"Other, unknown",3rd Quintile,2019,0.12439616024494171
Colombia,"Other, unknown",3rd Quintile,2020,0.12782393395900726
Colombia,"Other, unknown",4th Quintile,2010,NA
Colombia,"Other, unknown",4th Quintile,2011,NA
Colombia,"Other, unknown",4th Quintile,2012,0.0951799675822258
Colombia,"Other, unknown",4th Quintile,2013,0.10258583724498749
Colombia,"Other, unknown",4th Quintile,2014,0.11241242289543152
Colombia,"Other, unknown",4th Quintile,2015,0.10598516464233398
Colombia,"Other, unknown",4th Quintile,2016,0.10980886220932007
Colombia,"Other, unknown",4th Quintile,2017,0.11554516851902008
Colombia,"Other, unknown",4th Quintile,2018,0.11296334117650986
Colombia,"Other, unknown",4th Quintile,2019,0.11431342363357544
Colombia,"Other, unknown",4th Quintile,2020,0.11241138726472855
Colombia,"Other, unknown",Top Quintile,2010,NA
Colombia,"Other, unknown",Top Quintile,2011,NA
Colombia,"Other, unknown",Top Quintile,2012,0.087519071996212
Colombia,"Other, unknown",Top Quintile,2013,0.08234094828367233
Colombia,"Other, unknown",Top Quintile,2014,0.09120810031890869
Colombia,"Other, unknown",Top Quintile,2015,0.08754128217697144
Colombia,"Other, unknown",Top Quintile,2016,0.09520643204450607
Colombia,"Other, unknown",Top Quintile,2017,0.09614568948745728
Colombia,"Other, unknown",Top Quintile,2018,0.09647637605667114
Colombia,"Other, unknown",Top Quintile,2019,0.09386830031871796
Colombia,"Other, unknown",Top Quintile,2020,0.10387120395898819
Costa Rica,Own outright,Bottom Quintile,2010,0.6456758975982666
Costa Rica,Own outright,Bottom Quintile,2011,0.6413966417312622
Costa Rica,Own outright,Bottom Quintile,2012,0.659826934337616
Costa Rica,Own outright,Bottom Quintile,2013,0.6442182064056396
Costa Rica,Own outright,Bottom Quintile,2014,0.6668040752410889
Costa Rica,Own outright,Bottom Quintile,2015,0.6535834074020386
Costa Rica,Own outright,Bottom Quintile,2016,0.6465885639190674
Costa Rica,Own outright,Bottom Quintile,2017,0.6788877248764038
Costa Rica,Own outright,Bottom Quintile,2018,0.6598408818244934
Costa Rica,Own outright,Bottom Quintile,2019,0.6539302468299866
Costa Rica,Own outright,Bottom Quintile,2020,0.6398962736129761
Costa Rica,Own outright,2nd Quintile,2010,0.6118931174278259
Costa Rica,Own outright,2nd Quintile,2011,0.5976226329803467
Costa Rica,Own outright,2nd Quintile,2012,0.5886492133140564
Costa Rica,Own outright,2nd Quintile,2013,0.6095425486564636
Costa Rica,Own outright,2nd Quintile,2014,0.6114864349365234
Costa Rica,Own outright,2nd Quintile,2015,0.5853163003921509
Costa Rica,Own outright,2nd Quintile,2016,0.6096109747886658
Costa Rica,Own outright,2nd Quintile,2017,0.6185355186462402
Costa Rica,Own outright,2nd Quintile,2018,0.626231849193573
Costa Rica,Own outright,2nd Quintile,2019,0.5876368880271912
Costa Rica,Own outright,2nd Quintile,2020,0.6259350776672363
Costa Rica,Own outright,3rd Quintile,2010,0.6070250272750854
Costa Rica,Own outright,3rd Quintile,2011,0.5680886507034302
Costa Rica,Own outright,3rd Quintile,2012,0.5946937799453735
Costa Rica,Own outright,3rd Quintile,2013,0.6078744530677795
Costa Rica,Own outright,3rd Quintile,2014,0.6010730266571045
Costa Rica,Own outright,3rd Quintile,2015,0.5619758367538452
Costa Rica,Own outright,3rd Quintile,2016,0.5927084684371948
Costa Rica,Own outright,3rd Quintile,2017,0.6134743094444275
Costa Rica,Own outright,3rd Quintile,2018,0.5963481068611145
Costa Rica,Own outright,3rd Quintile,2019,0.5879237055778503
Costa Rica,Own outright,3rd Quintile,2020,0.6397107839584351
Costa Rica,Own outright,4th Quintile,2010,0.6102234125137329
Costa Rica,Own outright,4th Quintile,2011,0.6143819093704224
Costa Rica,Own outright,4th Quintile,2012,0.6180069446563721
Costa Rica,Own outright,4th Quintile,2013,0.6048107147216797
Costa Rica,Own outright,4th Quintile,2014,0.6083279848098755
Costa Rica,Own outright,4th Quintile,2015,0.5980159640312195
Costa Rica,Own outright,4th Quintile,2016,0.6119181513786316
Costa Rica,Own outright,4th Quintile,2017,0.6057335734367371
Costa Rica,Own outright,4th Quintile,2018,0.5982674360275269
Costa Rica,Own outright,4th Quintile,2019,0.5987860560417175
Costa Rica,Own outright,4th Quintile,2020,0.6246171593666077
Costa Rica,Own outright,Top Quintile,2010,0.6366857290267944
Costa Rica,Own outright,Top Quintile,2011,0.6380338668823242
Costa Rica,Own outright,Top Quintile,2012,0.6446857452392578
Costa Rica,Own outright,Top Quintile,2013,0.6569517850875854
Costa Rica,Own outright,Top Quintile,2014,0.6196273565292358
Costa Rica,Own outright,Top Quintile,2015,0.5959808826446533
Costa Rica,Own outright,Top Quintile,2016,0.5976980924606323
Costa Rica,Own outright,Top Quintile,2017,0.6213141083717346
Costa Rica,Own outright,Top Quintile,2018,0.6138118505477905
Costa Rica,Own outright,Top Quintile,2019,0.591797947883606
Costa Rica,Own outright,Top Quintile,2020,0.605358362197876
Costa Rica,Owner with mortgage,Bottom Quintile,2010,0.039913542568683624
Costa Rica,Owner with mortgage,Bottom Quintile,2011,0.04085492715239525
Costa Rica,Owner with mortgage,Bottom Quintile,2012,0.03901742771267891
Costa Rica,Owner with mortgage,Bottom Quintile,2013,0.03828997537493706
Costa Rica,Owner with mortgage,Bottom Quintile,2014,0.039106544107198715
Costa Rica,Owner with mortgage,Bottom Quintile,2015,0.035388004034757614
Costa Rica,Owner with mortgage,Bottom Quintile,2016,0.03160817176103592
Costa Rica,Owner with mortgage,Bottom Quintile,2017,0.029399920254945755
Costa Rica,Owner with mortgage,Bottom Quintile,2018,0.03105597384274006
Costa Rica,Owner with mortgage,Bottom Quintile,2019,0.03653446584939957
Costa Rica,Owner with mortgage,Bottom Quintile,2020,0.03849846124649048
Costa Rica,Owner with mortgage,2nd Quintile,2010,0.06432338804006577
Costa Rica,Owner with mortgage,2nd Quintile,2011,0.06318864971399307
Costa Rica,Owner with mortgage,2nd Quintile,2012,0.054166603833436966
Costa Rica,Owner with mortgage,2nd Quintile,2013,0.0616292804479599
Costa Rica,Owner with mortgage,2nd Quintile,2014,0.0674092099070549
Costa Rica,Owner with mortgage,2nd Quintile,2015,0.07549452036619186
Costa Rica,Owner with mortgage,2nd Quintile,2016,0.06048121675848961
Costa Rica,Owner with mortgage,2nd Quintile,2017,0.0702824518084526
Costa Rica,Owner with mortgage,2nd Quintile,2018,0.05575317516922951
Costa Rica,Owner with mortgage,2nd Quintile,2019,0.06007542461156845
Costa Rica,Owner with mortgage,2nd Quintile,2020,0.055545419454574585
Costa Rica,Owner with mortgage,3rd Quintile,2010,0.06916850060224533
Costa Rica,Owner with mortgage,3rd Quintile,2011,0.0846499502658844
Costa Rica,Owner with mortgage,3rd Quintile,2012,0.0696103423833847
Costa Rica,Owner with mortgage,3rd Quintile,2013,0.07265085726976395
Costa Rica,Owner with mortgage,3rd Quintile,2014,0.09551653265953064
Costa Rica,Owner with mortgage,3rd Quintile,2015,0.09348180890083313
Costa Rica,Owner with mortgage,3rd Quintile,2016,0.0904543548822403
Costa Rica,Owner with mortgage,3rd Quintile,2017,0.0761469304561615
Costa Rica,Owner with mortgage,3rd Quintile,2018,0.07643318176269531
Costa Rica,Owner with mortgage,3rd Quintile,2019,0.08891317248344421
Costa Rica,Owner with mortgage,3rd Quintile,2020,0.07226294279098511
Costa Rica,Owner with mortgage,4th Quintile,2010,0.09257783740758896
Costa Rica,Owner with mortgage,4th Quintile,2011,0.10665608197450638
Costa Rica,Owner with mortgage,4th Quintile,2012,0.08735066652297974
Costa Rica,Owner with mortgage,4th Quintile,2013,0.11261299252510071
Costa Rica,Owner with mortgage,4th Quintile,2014,0.10993191599845886
Costa Rica,Owner with mortgage,4th Quintile,2015,0.11747634410858154
Costa Rica,Owner with mortgage,4th Quintile,2016,0.11140482872724533
Costa Rica,Owner with mortgage,4th Quintile,2017,0.11914973706007004
Costa Rica,Owner with mortgage,4th Quintile,2018,0.10886817425489426
Costa Rica,Owner with mortgage,4th Quintile,2019,0.11777812242507935
Costa Rica,Owner with mortgage,4th Quintile,2020,0.1092914566397667
Costa Rica,Owner with mortgage,Top Quintile,2010,0.14101168513298035
Costa Rica,Owner with mortgage,Top Quintile,2011,0.15001873672008514
Costa Rica,Owner with mortgage,Top Quintile,2012,0.13841037452220917
Costa Rica,Owner with mortgage,Top Quintile,2013,0.14172470569610596
Costa Rica,Owner with mortgage,Top Quintile,2014,0.18478909134864807
Costa Rica,Owner with mortgage,Top Quintile,2015,0.20513997972011566
Costa Rica,Owner with mortgage,Top Quintile,2016,0.2033669799566269
Costa Rica,Owner with mortgage,Top Quintile,2017,0.20297029614448547
Costa Rica,Owner with mortgage,Top Quintile,2018,0.19064468145370483
Costa Rica,Owner with mortgage,Top Quintile,2019,0.21130220592021942
Costa Rica,Owner with mortgage,Top Quintile,2020,0.20066605508327484
Costa Rica,Rent (private),Bottom Quintile,2010,0.16884931921958923
Costa Rica,Rent (private),Bottom Quintile,2011,0.15783336758613586
Costa Rica,Rent (private),Bottom Quintile,2012,0.14558152854442596
Costa Rica,Rent (private),Bottom Quintile,2013,0.1597895622253418
Costa Rica,Rent (private),Bottom Quintile,2014,0.14262253046035767
Costa Rica,Rent (private),Bottom Quintile,2015,0.13332435488700867
Costa Rica,Rent (private),Bottom Quintile,2016,0.1433243304491043
Costa Rica,Rent (private),Bottom Quintile,2017,0.12709984183311462
Costa Rica,Rent (private),Bottom Quintile,2018,0.1390221267938614
Costa Rica,Rent (private),Bottom Quintile,2019,0.1363959014415741
Costa Rica,Rent (private),Bottom Quintile,2020,0.16574455797672272
Costa Rica,Rent (private),2nd Quintile,2010,0.21745085716247559
Costa Rica,Rent (private),2nd Quintile,2011,0.22697964310646057
Costa Rica,Rent (private),2nd Quintile,2012,0.23697888851165771
Costa Rica,Rent (private),2nd Quintile,2013,0.22705721855163574
Costa Rica,Rent (private),2nd Quintile,2014,0.19897346198558807
Costa Rica,Rent (private),2nd Quintile,2015,0.1906876564025879
Costa Rica,Rent (private),2nd Quintile,2016,0.20173658430576324
Costa Rica,Rent (private),2nd Quintile,2017,0.1815580129623413
Costa Rica,Rent (private),2nd Quintile,2018,0.19468268752098083
Costa Rica,Rent (private),2nd Quintile,2019,0.21875177323818207
Costa Rica,Rent (private),2nd Quintile,2020,0.19628630578517914
Costa Rica,Rent (private),3rd Quintile,2010,0.23061145842075348
Costa Rica,Rent (private),3rd Quintile,2011,0.24714156985282898
Costa Rica,Rent (private),3rd Quintile,2012,0.24625720083713531
Costa Rica,Rent (private),3rd Quintile,2013,0.2327374666929245
Costa Rica,Rent (private),3rd Quintile,2014,0.223934143781662
Costa Rica,Rent (private),3rd Quintile,2015,0.2215997725725174
Costa Rica,Rent (private),3rd Quintile,2016,0.212223082780838
Costa Rica,Rent (private),3rd Quintile,2017,0.20877324044704437
Costa Rica,Rent (private),3rd Quintile,2018,0.21664665639400482
Costa Rica,Rent (private),3rd Quintile,2019,0.21595074236392975
Costa Rica,Rent (private),3rd Quintile,2020,0.18870007991790771
Costa Rica,Rent (private),4th Quintile,2010,0.23910737037658691
Costa Rica,Rent (private),4th Quintile,2011,0.22601909935474396
Costa Rica,Rent (private),4th Quintile,2012,0.2302587926387787
Costa Rica,Rent (private),4th Quintile,2013,0.22548465430736542
Costa Rica,Rent (private),4th Quintile,2014,0.21288079023361206
Costa Rica,Rent (private),4th Quintile,2015,0.21771086752414703
Costa Rica,Rent (private),4th Quintile,2016,0.21238258481025696
Costa Rica,Rent (private),4th Quintile,2017,0.20146170258522034
Costa Rica,Rent (private),4th Quintile,2018,0.2153579145669937
Costa Rica,Rent (private),4th Quintile,2019,0.20799459517002106
Costa Rica,Rent (private),4th Quintile,2020,0.1892642378807068
Costa Rica,Rent (private),Top Quintile,2010,0.1812431961297989
Costa Rica,Rent (private),Top Quintile,2011,0.17899659276008606
Costa Rica,Rent (private),Top Quintile,2012,0.1867116242647171
Costa Rica,Rent (private),Top Quintile,2013,0.17122015357017517
Costa Rica,Rent (private),Top Quintile,2014,0.17416125535964966
Costa Rica,Rent (private),Top Quintile,2015,0.17184685170650482
Costa Rica,Rent (private),Top Quintile,2016,0.17154383659362793
Costa Rica,Rent (private),Top Quintile,2017,0.15327799320220947
Costa Rica,Rent (private),Top Quintile,2018,0.17156802117824554
Costa Rica,Rent (private),Top Quintile,2019,0.16759030520915985
Costa Rica,Rent (private),Top Quintile,2020,0.16040095686912537
Costa Rica,Rent (subsidized),Bottom Quintile,2010,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2011,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2012,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2013,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2014,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2015,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2016,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2017,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2018,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2019,NA
Costa Rica,Rent (subsidized),Bottom Quintile,2020,NA
Costa Rica,Rent (subsidized),2nd Quintile,2010,NA
Costa Rica,Rent (subsidized),2nd Quintile,2011,NA
Costa Rica,Rent (subsidized),2nd Quintile,2012,NA
Costa Rica,Rent (subsidized),2nd Quintile,2013,NA
Costa Rica,Rent (subsidized),2nd Quintile,2014,NA
Costa Rica,Rent (subsidized),2nd Quintile,2015,NA
Costa Rica,Rent (subsidized),2nd Quintile,2016,NA
Costa Rica,Rent (subsidized),2nd Quintile,2017,NA
Costa Rica,Rent (subsidized),2nd Quintile,2018,NA
Costa Rica,Rent (subsidized),2nd Quintile,2019,NA
Costa Rica,Rent (subsidized),2nd Quintile,2020,NA
Costa Rica,Rent (subsidized),3rd Quintile,2010,NA
Costa Rica,Rent (subsidized),3rd Quintile,2011,NA
Costa Rica,Rent (subsidized),3rd Quintile,2012,NA
Costa Rica,Rent (subsidized),3rd Quintile,2013,NA
Costa Rica,Rent (subsidized),3rd Quintile,2014,NA
Costa Rica,Rent (subsidized),3rd Quintile,2015,NA
Costa Rica,Rent (subsidized),3rd Quintile,2016,NA
Costa Rica,Rent (subsidized),3rd Quintile,2017,NA
Costa Rica,Rent (subsidized),3rd Quintile,2018,NA
Costa Rica,Rent (subsidized),3rd Quintile,2019,NA
Costa Rica,Rent (subsidized),3rd Quintile,2020,NA
Costa Rica,Rent (subsidized),4th Quintile,2010,NA
Costa Rica,Rent (subsidized),4th Quintile,2011,NA
Costa Rica,Rent (subsidized),4th Quintile,2012,NA
Costa Rica,Rent (subsidized),4th Quintile,2013,NA
Costa Rica,Rent (subsidized),4th Quintile,2014,NA
Costa Rica,Rent (subsidized),4th Quintile,2015,NA
Costa Rica,Rent (subsidized),4th Quintile,2016,NA
Costa Rica,Rent (subsidized),4th Quintile,2017,NA
Costa Rica,Rent (subsidized),4th Quintile,2018,NA
Costa Rica,Rent (subsidized),4th Quintile,2019,NA
Costa Rica,Rent (subsidized),4th Quintile,2020,NA
Costa Rica,Rent (subsidized),Top Quintile,2010,NA
Costa Rica,Rent (subsidized),Top Quintile,2011,NA
Costa Rica,Rent (subsidized),Top Quintile,2012,NA
Costa Rica,Rent (subsidized),Top Quintile,2013,NA
Costa Rica,Rent (subsidized),Top Quintile,2014,NA
Costa Rica,Rent (subsidized),Top Quintile,2015,NA
Costa Rica,Rent (subsidized),Top Quintile,2016,NA
Costa Rica,Rent (subsidized),Top Quintile,2017,NA
Costa Rica,Rent (subsidized),Top Quintile,2018,NA
Costa Rica,Rent (subsidized),Top Quintile,2019,NA
Costa Rica,Rent (subsidized),Top Quintile,2020,NA
Costa Rica,"Other, unknown",Bottom Quintile,2010,0.14556126296520233
Costa Rica,"Other, unknown",Bottom Quintile,2011,0.1599150449037552
Costa Rica,"Other, unknown",Bottom Quintile,2012,0.15557409822940826
Costa Rica,"Other, unknown",Bottom Quintile,2013,0.1577022671699524
Costa Rica,"Other, unknown",Bottom Quintile,2014,0.15146686136722565
Costa Rica,"Other, unknown",Bottom Quintile,2015,0.17770421504974365
Costa Rica,"Other, unknown",Bottom Quintile,2016,0.17847895622253418
Costa Rica,"Other, unknown",Bottom Quintile,2017,0.1646125167608261
Costa Rica,"Other, unknown",Bottom Quintile,2018,0.1700810343027115
Costa Rica,"Other, unknown",Bottom Quintile,2019,0.17313934862613678
Costa Rica,"Other, unknown",Bottom Quintile,2020,0.15586072206497192
Costa Rica,"Other, unknown",2nd Quintile,2010,0.10633262246847153
Costa Rica,"Other, unknown",2nd Quintile,2011,0.11220908164978027
Costa Rica,"Other, unknown",2nd Quintile,2012,0.12020528316497803
Costa Rica,"Other, unknown",2nd Quintile,2013,0.10177095979452133
Costa Rica,"Other, unknown",2nd Quintile,2014,0.12213088572025299
Costa Rica,"Other, unknown",2nd Quintile,2015,0.14850156009197235
Costa Rica,"Other, unknown",2nd Quintile,2016,0.12817120552062988
Costa Rica,"Other, unknown",2nd Quintile,2017,0.12962402403354645
Costa Rica,"Other, unknown",2nd Quintile,2018,0.12333227694034576
Costa Rica,"Other, unknown",2nd Quintile,2019,0.13353589177131653
Costa Rica,"Other, unknown",2nd Quintile,2020,0.12223321199417114
Costa Rica,"Other, unknown",3rd Quintile,2010,0.09319498389959335
Costa Rica,"Other, unknown",3rd Quintile,2011,0.10011980682611465
Costa Rica,"Other, unknown",3rd Quintile,2012,0.08943869918584824
Costa Rica,"Other, unknown",3rd Quintile,2013,0.08673721551895142
Costa Rica,"Other, unknown",3rd Quintile,2014,0.07947628945112228
Costa Rica,"Other, unknown",3rd Quintile,2015,0.12294261157512665
Costa Rica,"Other, unknown",3rd Quintile,2016,0.10461407899856567
Costa Rica,"Other, unknown",3rd Quintile,2017,0.10160550475120544
Costa Rica,"Other, unknown",3rd Quintile,2018,0.11057206243276596
Costa Rica,"Other, unknown",3rd Quintile,2019,0.1072123572230339
Costa Rica,"Other, unknown",3rd Quintile,2020,0.09932621568441391
Costa Rica,"Other, unknown",4th Quintile,2010,0.05809135362505913
Costa Rica,"Other, unknown",4th Quintile,2011,0.052942924201488495
Costa Rica,"Other, unknown",4th Quintile,2012,0.0643836259841919
Costa Rica,"Other, unknown",4th Quintile,2013,0.057091642171144485
Costa Rica,"Other, unknown",4th Quintile,2014,0.0688592940568924
Costa Rica,"Other, unknown",4th Quintile,2015,0.06679683923721313
Costa Rica,"Other, unknown",4th Quintile,2016,0.06429444253444672
Costa Rica,"Other, unknown",4th Quintile,2017,0.07365495711565018
Costa Rica,"Other, unknown",4th Quintile,2018,0.07750647515058517
Costa Rica,"Other, unknown",4th Quintile,2019,0.07544124871492386
Costa Rica,"Other, unknown",4th Quintile,2020,0.07682716846466064
Costa Rica,"Other, unknown",Top Quintile,2010,0.04105941578745842
Costa Rica,"Other, unknown",Top Quintile,2011,0.03295079246163368
Costa Rica,"Other, unknown",Top Quintile,2012,0.030192235484719276
Costa Rica,"Other, unknown",Top Quintile,2013,0.030103342607617378
Costa Rica,"Other, unknown",Top Quintile,2014,0.021422311663627625
Costa Rica,"Other, unknown",Top Quintile,2015,0.027032271027565002
Costa Rica,"Other, unknown",Top Quintile,2016,0.02739107608795166
Costa Rica,"Other, unknown",Top Quintile,2017,0.02243758738040924
Costa Rica,"Other, unknown",Top Quintile,2018,0.023975474759936333
Costa Rica,"Other, unknown",Top Quintile,2019,0.029309555888175964
Costa Rica,"Other, unknown",Top Quintile,2020,0.033574651926755905
Czech Republic,Own outright,Bottom Quintile,2010,0.5875008702278137
Czech Republic,Own outright,Bottom Quintile,2011,0.6089246273040771
Czech Republic,Own outright,Bottom Quintile,2012,0.6232845187187195
Czech Republic,Own outright,Bottom Quintile,2013,0.6209084391593933
Czech Republic,Own outright,Bottom Quintile,2014,0.5804436206817627
Czech Republic,Own outright,Bottom Quintile,2015,0.5759758353233337
Czech Republic,Own outright,Bottom Quintile,2016,0.555999219417572
Czech Republic,Own outright,Bottom Quintile,2017,0.5720747709274292
Czech Republic,Own outright,Bottom Quintile,2018,0.5841376781463623
Czech Republic,Own outright,Bottom Quintile,2019,0.6083977222442627
Czech Republic,Own outright,Bottom Quintile,2020,0.5797463059425354
Czech Republic,Own outright,2nd Quintile,2010,0.6754041910171509
Czech Republic,Own outright,2nd Quintile,2011,0.6685842275619507
Czech Republic,Own outright,2nd Quintile,2012,0.6833692193031311
Czech Republic,Own outright,2nd Quintile,2013,0.6584166884422302
Czech Republic,Own outright,2nd Quintile,2014,0.6677529811859131
Czech Republic,Own outright,2nd Quintile,2015,0.6433426737785339
Czech Republic,Own outright,2nd Quintile,2016,0.6578397154808044
Czech Republic,Own outright,2nd Quintile,2017,0.6475915312767029
Czech Republic,Own outright,2nd Quintile,2018,0.6630704402923584
Czech Republic,Own outright,2nd Quintile,2019,0.6325036287307739
Czech Republic,Own outright,2nd Quintile,2020,0.6465065479278564
Czech Republic,Own outright,3rd Quintile,2010,0.6367771029472351
Czech Republic,Own outright,3rd Quintile,2011,0.6516547203063965
Czech Republic,Own outright,3rd Quintile,2012,0.6483792662620544
Czech Republic,Own outright,3rd Quintile,2013,0.6468173265457153
Czech Republic,Own outright,3rd Quintile,2014,0.6416339874267578
Czech Republic,Own outright,3rd Quintile,2015,0.637293815612793
Czech Republic,Own outright,3rd Quintile,2016,0.6364063620567322
Czech Republic,Own outright,3rd Quintile,2017,0.6084737181663513
Czech Republic,Own outright,3rd Quintile,2018,0.5609133243560791
Czech Republic,Own outright,3rd Quintile,2019,0.5704100728034973
