country,tenure_type,income,year,value
Australia,Own outright,Bottom Quintile,2010,0.43504709005355835
Australia,Own outright,Bottom Quintile,2011,0.4290141761302948
Australia,Own outright,Bottom Quintile,2012,0.4296482801437378
Australia,Own outright,Bottom Quintile,2013,0.41350919008255005
Australia,Own outright,Bottom Quintile,2014,0.41424673795700073
Australia,Own outright,Bottom Quintile,2015,0.4154581129550934
Australia,Own outright,Bottom Quintile,2016,0.430121511220932
Australia,Own outright,Bottom Quintile,2017,0.424246221780777
Australia,Own outright,Bottom Quintile,2018,0.4139155447483063
Australia,Own outright,Bottom Quintile,2019,0.42259180545806885
Australia,Own outright,Bottom Quintile,2020,0.42280691862106323
Australia,Own outright,2nd Quintile,2010,0.2956559956073761
Australia,Own outright,2nd Quintile,2011,0.32091689109802246
Australia,Own outright,2nd Quintile,2012,0.2982035279273987
Australia,Own outright,2nd Quintile,2013,0.29888662695884705
Australia,Own outright,2nd Quintile,2014,0.29475218057632446
Australia,Own outright,2nd Quintile,2015,0.31167158484458923
Australia,Own outright,2nd Quintile,2016,0.2811451852321625
Australia,Own outright,2nd Quintile,2017,0.29859620332717896
Australia,Own outright,2nd Quintile,2018,0.26942741870880127
Australia,Own outright,2nd Quintile,2019,0.27493613958358765
Australia,Own outright,2nd Quintile,2020,0.291799396276474
Australia,Own outright,3rd Quintile,2010,0.293759286403656
Australia,Own outright,3rd Quintile,2011,0.2863466441631317
Australia,Own outright,3rd Quintile,2012,0.26424843072891235
Australia,Own outright,3rd Quintile,2013,0.26996317505836487
Australia,Own outright,3rd Quintile,2014,0.27558469772338867
Australia,Own outright,3rd Quintile,2015,0.26065152883529663
Australia,Own outright,3rd Quintile,2016,0.24610359966754913
Australia,Own outright,3rd Quintile,2017,0.264746755361557
Australia,Own outright,3rd Quintile,2018,0.2550279498100281
Australia,Own outright,3rd Quintile,2019,0.2537224590778351
Australia,Own outright,3rd Quintile,2020,0.2535395622253418
Australia,Own outright,4th Quintile,2010,0.2766752541065216
Australia,Own outright,4th Quintile,2011,0.2687549591064453
Australia,Own outright,4th Quintile,2012,0.27827170491218567
Australia,Own outright,4th Quintile,2013,0.2735532820224762
Australia,Own outright,4th Quintile,2014,0.24399548768997192
Australia,Own outright,4th Quintile,2015,0.24822378158569336
Australia,Own outright,4th Quintile,2016,0.25735530257225037
Australia,Own outright,4th Quintile,2017,0.24475930631160736
Australia,Own outright,4th Quintile,2018,0.24027565121650696
Australia,Own outright,4th Quintile,2019,0.24094553291797638
Australia,Own outright,4th Quintile,2020,0.2514220178127289
Australia,Own outright,Top Quintile,2010,0.3258380889892578
Australia,Own outright,Top Quintile,2011,0.34258729219436646
Australia,Own outright,Top Quintile,2012,0.33296018838882446
Australia,Own outright,Top Quintile,2013,0.3263581097126007
Australia,Own outright,Top Quintile,2014,0.34008413553237915
Australia,Own outright,Top Quintile,2015,0.32520684599876404
Australia,Own outright,Top Quintile,2016,0.32612428069114685
Australia,Own outright,Top Quintile,2017,0.3226044178009033
Australia,Own outright,Top Quintile,2018,0.310709148645401
Australia,Own outright,Top Quintile,2019,0.2989378273487091
Australia,Own outright,Top Quintile,2020,0.2876253128051758
Australia,Owner with mortgage,Bottom Quintile,2010,0.11533460021018982
Australia,Owner with mortgage,Bottom Quintile,2011,0.09673988819122314
Australia,Owner with mortgage,Bottom Quintile,2012,0.11821868270635605
Australia,Owner with mortgage,Bottom Quintile,2013,0.10822392255067825
Australia,Owner with mortgage,Bottom Quintile,2014,0.10547276586294174
Australia,Owner with mortgage,Bottom Quintile,2015,0.11816315352916718
Australia,Owner with mortgage,Bottom Quintile,2016,0.0992446020245552
Australia,Owner with mortgage,Bottom Quintile,2017,0.09621912986040115
Australia,Owner with mortgage,Bottom Quintile,2018,0.08981939405202866
Australia,Owner with mortgage,Bottom Quintile,2019,0.08959875255823135
Australia,Owner with mortgage,Bottom Quintile,2020,0.09979093074798584
Australia,Owner with mortgage,2nd Quintile,2010,0.2589343786239624
Australia,Owner with mortgage,2nd Quintile,2011,0.24679705500602722
Australia,Owner with mortgage,2nd Quintile,2012,0.2506883442401886
Australia,Owner with mortgage,2nd Quintile,2013,0.27652791142463684
Australia,Owner with mortgage,2nd Quintile,2014,0.25032171607017517
Australia,Owner with mortgage,2nd Quintile,2015,0.2506060302257538
Australia,Owner with mortgage,2nd Quintile,2016,0.2537916898727417
Australia,Owner with mortgage,2nd Quintile,2017,0.27927693724632263
Australia,Owner with mortgage,2nd Quintile,2018,0.2726181745529175
Australia,Owner with mortgage,2nd Quintile,2019,0.2888200283050537
Australia,Owner with mortgage,2nd Quintile,2020,0.25957807898521423
Australia,Owner with mortgage,3rd Quintile,2010,0.3940446972846985
Australia,Owner with mortgage,3rd Quintile,2011,0.34479647874832153
Australia,Owner with mortgage,3rd Quintile,2012,0.3449893891811371
Australia,Owner with mortgage,3rd Quintile,2013,0.3529558777809143
Australia,Owner with mortgage,3rd Quintile,2014,0.3671277165412903
Australia,Owner with mortgage,3rd Quintile,2015,0.37730979919433594
Australia,Owner with mortgage,3rd Quintile,2016,0.40684807300567627
Australia,Owner with mortgage,3rd Quintile,2017,0.38540130853652954
Australia,Owner with mortgage,3rd Quintile,2018,0.4054367244243622
Australia,Owner with mortgage,3rd Quintile,2019,0.3732978105545044
Australia,Owner with mortgage,3rd Quintile,2020,0.4134109318256378
Australia,Owner with mortgage,4th Quintile,2010,0.41995179653167725
Australia,Owner with mortgage,4th Quintile,2011,0.44123178720474243
Australia,Owner with mortgage,4th Quintile,2012,0.41884031891822815
Australia,Owner with mortgage,4th Quintile,2013,0.42261964082717896
Australia,Owner with mortgage,4th Quintile,2014,0.47000688314437866
Australia,Owner with mortgage,4th Quintile,2015,0.4521085321903229
Australia,Owner with mortgage,4th Quintile,2016,0.45007389783859253
Australia,Owner with mortgage,4th Quintile,2017,0.42752283811569214
Australia,Owner with mortgage,4th Quintile,2018,0.4473334550857544
Australia,Owner with mortgage,4th Quintile,2019,0.48580020666122437
Australia,Owner with mortgage,4th Quintile,2020,0.4423973858356476
Australia,Owner with mortgage,Top Quintile,2010,0.4403887391090393
Australia,Owner with mortgage,Top Quintile,2011,0.3966943621635437
Australia,Owner with mortgage,Top Quintile,2012,0.4320831596851349
Australia,Owner with mortgage,Top Quintile,2013,0.4105648100376129
Australia,Owner with mortgage,Top Quintile,2014,0.4157845079898834
Australia,Owner with mortgage,Top Quintile,2015,0.4563179314136505
Australia,Owner with mortgage,Top Quintile,2016,0.4352211058139801
Australia,Owner with mortgage,Top Quintile,2017,0.4354124665260315
Australia,Owner with mortgage,Top Quintile,2018,0.46379053592681885
Australia,Owner with mortgage,Top Quintile,2019,0.451712042093277
Australia,Owner with mortgage,Top Quintile,2020,0.47251906991004944
Australia,Rent (private),Bottom Quintile,2010,0.38442984223365784
Australia,Rent (private),Bottom Quintile,2011,0.41573426127433777
Australia,Rent (private),Bottom Quintile,2012,0.3925512135028839
Australia,Rent (private),Bottom Quintile,2013,0.3980751037597656
Australia,Rent (private),Bottom Quintile,2014,0.40031421184539795
Australia,Rent (private),Bottom Quintile,2015,0.4056337773799896
Australia,Rent (private),Bottom Quintile,2016,0.40536436438560486
Australia,Rent (private),Bottom Quintile,2017,0.419027715921402
Australia,Rent (private),Bottom Quintile,2018,0.4240244925022125
Australia,Rent (private),Bottom Quintile,2019,0.41249793767929077
Australia,Rent (private),Bottom Quintile,2020,0.4104977548122406
Australia,Rent (private),2nd Quintile,2010,0.3919898569583893
Australia,Rent (private),2nd Quintile,2011,0.381264865398407
Australia,Rent (private),2nd Quintile,2012,0.3948136270046234
Australia,Rent (private),2nd Quintile,2013,0.380993127822876
Australia,Rent (private),2nd Quintile,2014,0.4055534899234772
Australia,Rent (private),2nd Quintile,2015,0.39221620559692383
Australia,Rent (private),2nd Quintile,2016,0.40176457166671753
Australia,Rent (private),2nd Quintile,2017,0.3805357813835144
Australia,Rent (private),2nd Quintile,2018,0.4095436930656433
Australia,Rent (private),2nd Quintile,2019,0.38476163148880005
Australia,Rent (private),2nd Quintile,2020,0.40302765369415283
Australia,Rent (private),3rd Quintile,2010,0.2526882290840149
Australia,Rent (private),3rd Quintile,2011,0.3302481770515442
Australia,Rent (private),3rd Quintile,2012,0.3287832736968994
Australia,Rent (private),3rd Quintile,2013,0.3211806118488312
Australia,Rent (private),3rd Quintile,2014,0.3119576573371887
Australia,Rent (private),3rd Quintile,2015,0.3181464672088623
Australia,Rent (private),3rd Quintile,2016,0.3024349510669708
Australia,Rent (private),3rd Quintile,2017,0.29966655373573303
Australia,Rent (private),3rd Quintile,2018,0.3015976846218109
Australia,Rent (private),3rd Quintile,2019,0.3392927050590515
Australia,Rent (private),3rd Quintile,2020,0.2997630834579468
Australia,Rent (private),4th Quintile,2010,0.25733494758605957
Australia,Rent (private),4th Quintile,2011,0.24707473814487457
Australia,Rent (private),4th Quintile,2012,0.26040029525756836
Australia,Rent (private),4th Quintile,2013,0.2573787569999695
Australia,Rent (private),4th Quintile,2014,0.23742862045764923
Australia,Rent (private),4th Quintile,2015,0.26057174801826477
Australia,Rent (private),4th Quintile,2016,0.24832642078399658
Australia,Rent (private),4th Quintile,2017,0.279414564371109
Australia,Rent (private),4th Quintile,2018,0.26142773032188416
Australia,Rent (private),4th Quintile,2019,0.23885664343833923
Australia,Rent (private),4th Quintile,2020,0.2645195424556732
Australia,Rent (private),Top Quintile,2010,0.17884767055511475
Australia,Rent (private),Top Quintile,2011,0.20002426207065582
Australia,Rent (private),Top Quintile,2012,0.17510764300823212
Australia,Rent (private),Top Quintile,2013,0.21109090745449066
Australia,Rent (private),Top Quintile,2014,0.1888735592365265
Australia,Rent (private),Top Quintile,2015,0.18104857206344604
Australia,Rent (private),Top Quintile,2016,0.19312480092048645
Australia,Rent (private),Top Quintile,2017,0.18777072429656982
Australia,Rent (private),Top Quintile,2018,0.18247844278812408
Australia,Rent (private),Top Quintile,2019,0.203065425157547
Australia,Rent (private),Top Quintile,2020,0.1890394538640976
Australia,Rent (subsidized),Bottom Quintile,2010,NA
Australia,Rent (subsidized),Bottom Quintile,2011,NA
Australia,Rent (subsidized),Bottom Quintile,2012,NA
Australia,Rent (subsidized),Bottom Quintile,2013,NA
Australia,Rent (subsidized),Bottom Quintile,2014,NA
Australia,Rent (subsidized),Bottom Quintile,2015,NA
Australia,Rent (subsidized),Bottom Quintile,2016,NA
Australia,Rent (subsidized),Bottom Quintile,2017,NA
Australia,Rent (subsidized),Bottom Quintile,2018,NA
Australia,Rent (subsidized),Bottom Quintile,2019,NA
Australia,Rent (subsidized),Bottom Quintile,2020,NA
Australia,Rent (subsidized),2nd Quintile,2010,NA
Australia,Rent (subsidized),2nd Quintile,2011,NA
Australia,Rent (subsidized),2nd Quintile,2012,NA
Australia,Rent (subsidized),2nd Quintile,2013,NA
Australia,Rent (subsidized),2nd Quintile,2014,NA
Australia,Rent (subsidized),2nd Quintile,2015,NA
Australia,Rent (subsidized),2nd Quintile,2016,NA
Australia,Rent (subsidized),2nd Quintile,2017,NA
Australia,Rent (subsidized),2nd Quintile,2018,NA
Australia,Rent (subsidized),2nd Quintile,2019,NA
Australia,Rent (subsidized),2nd Quintile,2020,NA
Australia,Rent (subsidized),3rd Quintile,2010,NA
Australia,Rent (subsidized),3rd Quintile,2011,NA
Australia,Rent (subsidized),3rd Quintile,2012,NA
Australia,Rent (subsidized),3rd Quintile,2013,NA
Australia,Rent (subsidized),3rd Quintile,2014,NA
Australia,Rent (subsidized),3rd Quintile,2015,NA
Australia,Rent (subsidized),3rd Quintile,2016,NA
Australia,Rent (subsidized),3rd Quintile,2017,NA
Australia,Rent (subsidized),3rd Quintile,2018,NA
Australia,Rent (subsidized),3rd Quintile,2019,NA
Australia,Rent (subsidized),3rd Quintile,2020,NA
Australia,Rent (subsidized),4th Quintile,2010,NA
Australia,Rent (subsidized),4th Quintile,2011,NA
Australia,Rent (subsidized),4th Quintile,2012,NA
Australia,Rent (subsidized),4th Quintile,2013,NA
Australia,Rent (subsidized),4th Quintile,2014,NA
Australia,Rent (subsidized),4th Quintile,2015,NA
Australia,Rent (subsidized),4th Quintile,2016,NA
Australia,Rent (subsidized),4th Quintile,2017,NA
Australia,Rent (subsidized),4th Quintile,2018,NA
Australia,Rent (subsidized),4th Quintile,2019,NA
Australia,Rent (subsidized),4th Quintile,2020,NA
Australia,Rent (subsidized),Top Quintile,2010,NA
Australia,Rent (subsidized),Top Quintile,2011,NA
Australia,Rent (subsidized),Top Quintile,2012,NA
Australia,Rent (subsidized),Top Quintile,2013,NA
Australia,Rent (subsidized),Top Quintile,2014,NA
Australia,Rent (subsidized),Top Quintile,2015,NA
Australia,Rent (subsidized),Top Quintile,2016,NA
Australia,Rent (subsidized),Top Quintile,2017,NA
Australia,Rent (subsidized),Top Quintile,2018,NA
Australia,Rent (subsidized),Top Quintile,2019,NA
Australia,Rent (subsidized),Top Quintile,2020,NA
Australia,"Other, unknown",Bottom Quintile,2010,0.0651884600520134
Australia,"Other, unknown",Bottom Quintile,2011,0.05851166695356369
Australia,"Other, unknown",Bottom Quintile,2012,0.059581879526376724
Australia,"Other, unknown",Bottom Quintile,2013,0.08019176125526428
Australia,"Other, unknown",Bottom Quintile,2014,0.07996633648872375
Australia,"Other, unknown",Bottom Quintile,2015,0.060744985938072205
Australia,"Other, unknown",Bottom Quintile,2016,0.06526950746774673
Australia,"Other, unknown",Bottom Quintile,2017,0.0605069175362587
Australia,"Other, unknown",Bottom Quintile,2018,0.07224054634571075
Australia,"Other, unknown",Bottom Quintile,2019,0.07531151920557022
Australia,"Other, unknown",Bottom Quintile,2020,0.06690440326929092
Australia,"Other, unknown",2nd Quintile,2010,0.05341973900794983
Australia,"Other, unknown",2nd Quintile,2011,0.051021210849285126
Australia,"Other, unknown",2nd Quintile,2012,0.056294508278369904
Australia,"Other, unknown",2nd Quintile,2013,0.043592389672994614
Australia,"Other, unknown",2nd Quintile,2014,0.049372632056474686
Australia,"Other, unknown",2nd Quintile,2015,0.04550617188215256
Australia,"Other, unknown",2nd Quintile,2016,0.06329857558012009
Australia,"Other, unknown",2nd Quintile,2017,0.041591037064790726
Australia,"Other, unknown",2nd Quintile,2018,0.04841070994734764
Australia,"Other, unknown",2nd Quintile,2019,0.051482196897268295
Australia,"Other, unknown",2nd Quintile,2020,0.04559485986828804
Australia,"Other, unknown",3rd Quintile,2010,0.05950785055756569
Australia,"Other, unknown",3rd Quintile,2011,0.03860869258642197
Australia,"Other, unknown",3rd Quintile,2012,0.06197888031601906
Australia,"Other, unknown",3rd Quintile,2013,0.05590036138892174
Australia,"Other, unknown",3rd Quintile,2014,0.04532996192574501
Australia,"Other, unknown",3rd Quintile,2015,0.043892186135053635
Australia,"Other, unknown",3rd Quintile,2016,0.044613391160964966
Australia,"Other, unknown",3rd Quintile,2017,0.050185415893793106
Australia,"Other, unknown",3rd Quintile,2018,0.037937670946121216
Australia,"Other, unknown",3rd Quintile,2019,0.03368700295686722
Australia,"Other, unknown",3rd Quintile,2020,0.033286403864622116
Australia,"Other, unknown",4th Quintile,2010,0.04603798687458038
Australia,"Other, unknown",4th Quintile,2011,0.04293856397271156
Australia,"Other, unknown",4th Quintile,2012,0.04248768836259842
Australia,"Other, unknown",4th Quintile,2013,0.04644832760095596
Australia,"Other, unknown",4th Quintile,2014,0.04856899008154869
Australia,"Other, unknown",4th Quintile,2015,0.03909597173333168
Australia,"Other, unknown",4th Quintile,2016,0.04424436762928963
Australia,"Other, unknown",4th Quintile,2017,0.04830329120159149
Australia,"Other, unknown",4th Quintile,2018,0.05096316337585449
Australia,"Other, unknown",4th Quintile,2019,0.03439759835600853
Australia,"Other, unknown",4th Quintile,2020,0.04166102781891823
Australia,"Other, unknown",Top Quintile,2010,0.054925475269556046
Australia,"Other, unknown",Top Quintile,2011,0.06069403141736984
Australia,"Other, unknown",Top Quintile,2012,0.059848979115486145
Australia,"Other, unknown",Top Quintile,2013,0.05198616907000542
Australia,"Other, unknown",Top Quintile,2014,0.05525778979063034
Australia,"Other, unknown",Top Quintile,2015,0.03742660954594612
Australia,"Other, unknown",Top Quintile,2016,0.0455298088490963
Australia,"Other, unknown",Top Quintile,2017,0.054212380200624466
Australia,"Other, unknown",Top Quintile,2018,0.043021876364946365
Australia,"Other, unknown",Top Quintile,2019,0.04628469794988632
Australia,"Other, unknown",Top Quintile,2020,0.050816167145967484
Austria,Own outright,Bottom Quintile,2010,0.22078756988048553
Austria,Own outright,Bottom Quintile,2011,0.18723073601722717
Austria,Own outright,Bottom Quintile,2012,0.19613711535930634
Austria,Own outright,Bottom Quintile,2013,0.204849973320961
Austria,Own outright,Bottom Quintile,2014,0.20232141017913818
Austria,Own outright,Bottom Quintile,2015,0.20004253089427948
Austria,Own outright,Bottom Quintile,2016,0.18099647760391235
Austria,Own outright,Bottom Quintile,2017,0.19470193982124329
Austria,Own outright,Bottom Quintile,2018,0.18820007145404816
Austria,Own outright,Bottom Quintile,2019,0.19015416502952576
Austria,Own outright,Bottom Quintile,2020,0.21593298017978668
Austria,Own outright,2nd Quintile,2010,0.2784048616886139
Austria,Own outright,2nd Quintile,2011,0.23019355535507202
Austria,Own outright,2nd Quintile,2012,0.24335099756717682
Austria,Own outright,2nd Quintile,2013,0.2461271435022354
Austria,Own outright,2nd Quintile,2014,0.25569507479667664
Austria,Own outright,2nd Quintile,2015,0.23780503869056702
Austria,Own outright,2nd Quintile,2016,0.25958332419395447
Austria,Own outright,2nd Quintile,2017,0.24546921253204346
Austria,Own outright,2nd Quintile,2018,0.2489357888698578
Austria,Own outright,2nd Quintile,2019,0.2380957156419754
Austria,Own outright,2nd Quintile,2020,0.2395908087491989
Austria,Own outright,3rd Quintile,2010,0.3007686138153076
Austria,Own outright,3rd Quintile,2011,0.2792043089866638
Austria,Own outright,3rd Quintile,2012,0.29091939330101013
Austria,Own outright,3rd Quintile,2013,0.2857179343700409
Austria,Own outright,3rd Quintile,2014,0.300910085439682
Austria,Own outright,3rd Quintile,2015,0.3127650022506714
Austria,Own outright,3rd Quintile,2016,0.30170291662216187
Austria,Own outright,3rd Quintile,2017,0.29021599888801575
Austria,Own outright,3rd Quintile,2018,0.2850881814956665
Austria,Own outright,3rd Quintile,2019,0.2797403931617737
Austria,Own outright,3rd Quintile,2020,0.28168579936027527
Austria,Own outright,4th Quintile,2010,0.36269429326057434
Austria,Own outright,4th Quintile,2011,0.29469501972198486
Austria,Own outright,4th Quintile,2012,0.35932308435440063
Austria,Own outright,4th Quintile,2013,0.35296863317489624
Austria,Own outright,4th Quintile,2014,0.3623336851596832
Austria,Own outright,4th Quintile,2015,0.3406199812889099
Austria,Own outright,4th Quintile,2016,0.32857412099838257
Austria,Own outright,4th Quintile,2017,0.33889055252075195
Austria,Own outright,4th Quintile,2018,0.33700624108314514
Austria,Own outright,4th Quintile,2019,0.3408534824848175
Austria,Own outright,4th Quintile,2020,0.3266752064228058
Austria,Own outright,Top Quintile,2010,0.40086251497268677
Austria,Own outright,Top Quintile,2011,0.3984295129776001
Austria,Own outright,Top Quintile,2012,0.4194759130477905
Austria,Own outright,Top Quintile,2013,0.42381951212882996
Austria,Own outright,Top Quintile,2014,0.4424324631690979
Austria,Own outright,Top Quintile,2015,0.41510963439941406
Austria,Own outright,Top Quintile,2016,0.4108413755893707
Austria,Own outright,Top Quintile,2017,0.42707937955856323
Austria,Own outright,Top Quintile,2018,0.416434645652771
Austria,Own outright,Top Quintile,2019,0.4174780547618866
Austria,Own outright,Top Quintile,2020,0.44097772240638733
Austria,Owner with mortgage,Bottom Quintile,2010,0.07456018775701523
Austria,Owner with mortgage,Bottom Quintile,2011,0.07154646515846252
Austria,Owner with mortgage,Bottom Quintile,2012,0.08652561902999878
Austria,Owner with mortgage,Bottom Quintile,2013,0.0886692926287651
Austria,Owner with mortgage,Bottom Quintile,2014,0.06705573946237564
Austria,Owner with mortgage,Bottom Quintile,2015,0.06480155885219574
Austria,Owner with mortgage,Bottom Quintile,2016,0.07805139571428299
Austria,Owner with mortgage,Bottom Quintile,2017,0.07434096187353134
Austria,Owner with mortgage,Bottom Quintile,2018,0.0836399644613266
Austria,Owner with mortgage,Bottom Quintile,2019,0.07252179831266403
Austria,Owner with mortgage,Bottom Quintile,2020,0.07273010164499283
Austria,Owner with mortgage,2nd Quintile,2010,0.15125609934329987
Austria,Owner with mortgage,2nd Quintile,2011,0.13075339794158936
Austria,Owner with mortgage,2nd Quintile,2012,0.16478531062602997
Austria,Owner with mortgage,2nd Quintile,2013,0.1645210087299347
Austria,Owner with mortgage,2nd Quintile,2014,0.17500467598438263
Austria,Owner with mortgage,2nd Quintile,2015,0.1625751405954361
Austria,Owner with mortgage,2nd Quintile,2016,0.14154739677906036
Austria,Owner with mortgage,2nd Quintile,2017,0.15086710453033447
Austria,Owner with mortgage,2nd Quintile,2018,0.14150869846343994
Austria,Owner with mortgage,2nd Quintile,2019,0.18315210938453674
Austria,Owner with mortgage,2nd Quintile,2020,0.1630270630121231
Austria,Owner with mortgage,3rd Quintile,2010,0.23515969514846802
Austria,Owner with mortgage,3rd Quintile,2011,0.19180253148078918
Austria,Owner with mortgage,3rd Quintile,2012,0.2311197817325592
Austria,Owner with mortgage,3rd Quintile,2013,0.23211517930030823
Austria,Owner with mortgage,3rd Quintile,2014,0.22879858314990997
Austria,Owner with mortgage,3rd Quintile,2015,0.21430839598178864
Austria,Owner with mortgage,3rd Quintile,2016,0.21747981011867523
Austria,Owner with mortgage,3rd Quintile,2017,0.201498880982399
Austria,Owner with mortgage,3rd Quintile,2018,0.21737997233867645
Austria,Owner with mortgage,3rd Quintile,2019,0.2155284583568573
Austria,Owner with mortgage,3rd Quintile,2020,0.22785928845405579
Austria,Owner with mortgage,4th Quintile,2010,0.2622489631175995
Austria,Owner with mortgage,4th Quintile,2011,0.25671353936195374
Austria,Owner with mortgage,4th Quintile,2012,0.2702864706516266
Austria,Owner with mortgage,4th Quintile,2013,0.27339300513267517
Austria,Owner with mortgage,4th Quintile,2014,0.2632896602153778
Austria,Owner with mortgage,4th Quintile,2015,0.28204619884490967
Austria,Owner with mortgage,4th Quintile,2016,0.26228463649749756
Austria,Owner with mortgage,4th Quintile,2017,0.24395231902599335
Austria,Owner with mortgage,4th Quintile,2018,0.2728707194328308
Austria,Owner with mortgage,4th Quintile,2019,0.25154179334640503
Austria,Owner with mortgage,4th Quintile,2020,0.25070425868034363
Austria,Owner with mortgage,Top Quintile,2010,0.3109733760356903
Austria,Owner with mortgage,Top Quintile,2011,0.275845468044281
Austria,Owner with mortgage,Top Quintile,2012,0.29329484701156616
Austria,Owner with mortgage,Top Quintile,2013,0.2902672588825226
Austria,Owner with mortgage,Top Quintile,2014,0.26710209250450134
Austria,Owner with mortgage,Top Quintile,2015,0.29067936539649963
Austria,Owner with mortgage,Top Quintile,2016,0.28181031346321106
Austria,Owner with mortgage,Top Quintile,2017,0.2829172611236572
Austria,Owner with mortgage,Top Quintile,2018,0.28420424461364746
Austria,Owner with mortgage,Top Quintile,2019,0.27386707067489624
Austria,Owner with mortgage,Top Quintile,2020,0.26237571239471436
Austria,Rent (private),Bottom Quintile,2010,0.5753653347492218
Austria,Rent (private),Bottom Quintile,2011,0.582993172109127
Austria,Rent (private),Bottom Quintile,2012,0.5787995606660843
Austria,Rent (private),Bottom Quintile,2013,0.572158083319664
Austria,Rent (private),Bottom Quintile,2014,0.6210443079471588
Austria,Rent (private),Bottom Quintile,2015,0.6018423736095428
Austria,Rent (private),Bottom Quintile,2016,0.6111836135387421
Austria,Rent (private),Bottom Quintile,2017,0.5983300805091858
Austria,Rent (private),Bottom Quintile,2018,0.6008308827877045
Austria,Rent (private),Bottom Quintile,2019,0.5952610522508621
Austria,Rent (private),Bottom Quintile,2020,0.5877496749162674
Austria,Rent (private),2nd Quintile,2010,0.4688638895750046
Austria,Rent (private),2nd Quintile,2011,0.5337365418672562
Austria,Rent (private),2nd Quintile,2012,0.49865154922008514
Austria,Rent (private),2nd Quintile,2013,0.4946514517068863
Austria,Rent (private),2nd Quintile,2014,0.4609767496585846
Austria,Rent (private),2nd Quintile,2015,0.5010379403829575
Austria,Rent (private),2nd Quintile,2016,0.49371446669101715
Austria,Rent (private),2nd Quintile,2017,0.4835490807890892
Austria,Rent (private),2nd Quintile,2018,0.5019699782133102
Austria,Rent (private),2nd Quintile,2019,0.493685245513916
Austria,Rent (private),2nd Quintile,2020,0.5056501626968384
Austria,Rent (private),3rd Quintile,2010,0.39552217721939087
Austria,Rent (private),3rd Quintile,2011,0.444426029920578
Austria,Rent (private),3rd Quintile,2012,0.401186466217041
Austria,Rent (private),3rd Quintile,2013,0.4181039035320282
Austria,Rent (private),3rd Quintile,2014,0.40006305277347565
Austria,Rent (private),3rd Quintile,2015,0.394762746989727
Austria,Rent (private),3rd Quintile,2016,0.39292284846305847
Austria,Rent (private),3rd Quintile,2017,0.4281160905957222
Austria,Rent (private),3rd Quintile,2018,0.4081920385360718
Austria,Rent (private),3rd Quintile,2019,0.4301331266760826
Austria,Rent (private),3rd Quintile,2020,0.41430098563432693
Austria,Rent (private),4th Quintile,2010,0.3300197795033455
Austria,Rent (private),4th Quintile,2011,0.39930662512779236
Austria,Rent (private),4th Quintile,2012,0.32216697931289673
Austria,Rent (private),4th Quintile,2013,0.32825086265802383
Austria,Rent (private),4th Quintile,2014,0.33317530155181885
Austria,Rent (private),4th Quintile,2015,0.3232708051800728
Austria,Rent (private),4th Quintile,2016,0.3369838520884514
Austria,Rent (private),4th Quintile,2017,0.34343022108078003
Austria,Rent (private),4th Quintile,2018,0.3223074674606323
Austria,Rent (private),4th Quintile,2019,0.34793999046087265
Austria,Rent (private),4th Quintile,2020,0.3669298514723778
Austria,Rent (private),Top Quintile,2010,0.26070886850357056
Austria,Rent (private),Top Quintile,2011,0.29265205562114716
Austria,Rent (private),Top Quintile,2012,0.2609243541955948
Austria,Rent (private),Top Quintile,2013,0.25804417580366135
Austria,Rent (private),Top Quintile,2014,0.2663932591676712
Austria,Rent (private),Top Quintile,2015,0.26297477632761
Austria,Rent (private),Top Quintile,2016,0.26375431194901466
Austria,Rent (private),Top Quintile,2017,0.2470596469938755
Austria,Rent (private),Top Quintile,2018,0.26011573523283005
Austria,Rent (private),Top Quintile,2019,0.27695050835609436
Austria,Rent (private),Top Quintile,2020,0.26563024520874023
Austria,Rent (subsidized),Bottom Quintile,2010,NA
Austria,Rent (subsidized),Bottom Quintile,2011,NA
Austria,Rent (subsidized),Bottom Quintile,2012,NA
Austria,Rent (subsidized),Bottom Quintile,2013,NA
Austria,Rent (subsidized),Bottom Quintile,2014,NA
Austria,Rent (subsidized),Bottom Quintile,2015,NA
Austria,Rent (subsidized),Bottom Quintile,2016,NA
Austria,Rent (subsidized),Bottom Quintile,2017,NA
Austria,Rent (subsidized),Bottom Quintile,2018,NA
Austria,Rent (subsidized),Bottom Quintile,2019,NA
Austria,Rent (subsidized),Bottom Quintile,2020,NA
Austria,Rent (subsidized),2nd Quintile,2010,NA
Austria,Rent (subsidized),2nd Quintile,2011,NA
Austria,Rent (subsidized),2nd Quintile,2012,NA
Austria,Rent (subsidized),2nd Quintile,2013,NA
Austria,Rent (subsidized),2nd Quintile,2014,NA
Austria,Rent (subsidized),2nd Quintile,2015,NA
Austria,Rent (subsidized),2nd Quintile,2016,NA
Austria,Rent (subsidized),2nd Quintile,2017,NA
Austria,Rent (subsidized),2nd Quintile,2018,NA
Austria,Rent (subsidized),2nd Quintile,2019,NA
Austria,Rent (subsidized),2nd Quintile,2020,NA
Austria,Rent (subsidized),3rd Quintile,2010,NA
Austria,Rent (subsidized),3rd Quintile,2011,NA
Austria,Rent (subsidized),3rd Quintile,2012,NA
Austria,Rent (subsidized),3rd Quintile,2013,NA
